CollectionCode,HMS,StructuredFormula,StructureType,Title
244040,F d -3 m Z,Cu1.60 (Cr2.90 Hf0.24) Se6.40,Spinel#MgAl2O4,Semiconducting-metallic transition of singlecrystalline ferromagnetic Hf-doped CuCr2Se4 spinels
244041,F d -3 m Z,Cu (Cr1.87 Hf0.09) Se4,Spinel#MgAl2O4,Semiconducting-metallic transition of singlecrystalline ferromagnetic Hf-doped CuCr2Se4 spinels
244042,F d -3 m Z,Cu (Cr1.93 Hf0.06) Se4,Spinel#MgAl2O4,Semiconducting-metallic transition of singlecrystalline ferromagnetic Hf-doped CuCr2Se4 spinels
245275,F d -3 m Z,Hg (Cr2 O4),Spinel#MgAl2O4,Spinel-type Hg Cr2 O4 from single-crystal data
245655,F d -3 m Z,(Li1.18 Co0.82) (Li0.77 Co0.23 Ti3) O8,Spinel#MgAl2O4,Order-disorder transition in the complex lithium spinel Li2 Co Ti3 O8
245849,F d -3 m Z,Mg Fe2 O4,Spinel#MgAl2O4,"Correlation between structural features and vis-NIR spectra of alpha - Fe2 O3 hematite and A Fe2 O4 spinel oxides (A = Mg, Zn)"
245850,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Correlation between structural features and vis-NIR spectra of alpha - Fe2 O3 hematite and A Fe2 O4 spinel oxides (A = Mg, Zn)"
246041,F d -3 m Z,(Zn0.89 Sb0.11) Cr1.97 Se4,Spinel#MgAl2O4,"Structural and magnetic properties of Zn1-x Sbx Cr2-x/3 Se4 (x = 0.11, 0.16, 0.20) single crystals"
246042,F d -3 m Z,(Zn0.84 Sb0.16) Cr1.95 Se4,Spinel#MgAl2O4,"Structural and magnetic properties of Zn1-x Sbx Cr2-x/3 Se4 (x = 0.11, 0.16, 0.20) single crystals"
246081,F d -3 m Z,Cu (Cr2 O4),Spinel#MgAl2O4,The role of orbital ordering in the tetragonal-to-cubic phase transition in Cu Cr2 O4
246092,F d -3 m S,Zn1.14 (Fe1.86 O4),Spinel#MgAl2O4,Temperature dependence of the cation distribution in Zn Fe2 O4 measured with high temperature diffraction
246093,F d -3 m S,Zn1.1 (Fe1.9 O4),Spinel#MgAl2O4,Temperature dependence of the cation distribution in Zn Fe2 O4 measured with high temperature diffraction
246094,F d -3 m S,Zn1.12 (Fe1.91 O4),Spinel#MgAl2O4,Temperature dependence of the cation distribution in Zn Fe2 O4 measured with high temperature diffraction
246095,F d -3 m S,Zn1.12 (Fe1.91 O4),Spinel#MgAl2O4,Temperature dependence of the cation distribution in Zn Fe2 O4 measured with high temperature diffraction
246096,F d -3 m S,Zn1.11 (Fe1.9 O4),Spinel#MgAl2O4,Temperature dependence of the cation distribution in Zn Fe2 O4 measured with high temperature diffraction
246097,F d -3 m S,Zn1.02 (Fe1.94 O4),Spinel#MgAl2O4,Temperature dependence of the cation distribution in Zn Fe2 O4 measured with high temperature diffraction
246098,F d -3 m S,Zn1.16 (Fe1.84 O4),Spinel#MgAl2O4,Temperature dependence of the cation distribution in Zn Fe2 O4 measured with high temperature diffraction
246099,F d -3 m S,Zn1.17 (Fe1.78 O4),Spinel#MgAl2O4,Temperature dependence of the cation distribution in Zn Fe2 O4 measured with high temperature diffraction
246100,F d -3 m S,Zn1.22 (Fe1.77 O4),Spinel#MgAl2O4,Temperature dependence of the cation distribution in Zn Fe2 O4 measured with high temperature diffraction
246101,F d -3 m S,Zn1.22 (Fe1.78 O4),Spinel#MgAl2O4,Temperature dependence of the cation distribution in Zn Fe2 O4 measured with high temperature diffraction
247797,F d -3 m Z,Co2 Al O4,Spinel#MgAl2O4,The effect of annealing temperature on the structure and optical properties of sol-gel derived nanocrystalline cobalt aluminate spinel
247798,F d -3 m Z,Co2 Al O4,Spinel#MgAl2O4,The effect of annealing temperature on the structure and optical properties of sol-gel derived nanocrystalline cobalt aluminate spinel
248381,F d -3 m Z,Li Co V O4,Spinel#MgAl2O4,"Structural, electrical and electrochemical studies of LiCoVO4 cathode material for lithium rechargeable batteries"
248565,F d -3 m Z,Mg V2 O4,Spinel#MgAl2O4,Synchrotron X-ray powder diffraction and convergent beam electron diffraction studies on the cubic phase of MgV2O4 spinel
249047,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,"Nanosize ferrites obtained by ball milling: crystal structure, cation distribution, size-strain analysis and raman investigations"
249049,F d -3 m Z,(Fe0.85 In0.15) (Fe1.7 In0.3) O4,Spinel#MgAl2O4,"Nanosize ferrites obtained by ball milling: crystal structure, cation distribution, size-strain analysis and raman investigations"
249050,F d -3 m Z,Fe (Fe1.88 Y0.12) O4,Spinel#MgAl2O4,"Nanosize ferrites obtained by ball milling: crystal structure, cation distribution, size-strain analysis and raman investigations"
249330,F d -3 m Z,Cu (Co1.36 Ni0.64) Se4,Spinel#MgAl2O4,"Tyrrellite, Cu (Co0.68 Ni0.32)2 Se4, isostructural with spinel"
250538,F d -3 m Z,Fe2 Zn O4,Spinel#MgAl2O4,Neutron and X-ray diffraction study of ferrite nanocrystals obtained by microwave-assisted growth. A structural comparison with the thermal synthetic route
250539,F d -3 m Z,Fe2 Mn O4,Spinel#MgAl2O4,Neutron and X-ray diffraction study of ferrite nanocrystals obtained by microwave-assisted growth. A structural comparison with the thermal synthetic route
250540,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Neutron and X-ray diffraction study of ferrite nanocrystals obtained by microwave-assisted growth. A structural comparison with the thermal synthetic route
250575,F d -3 m Z,Cr2 Fe O4,Spinel#MgAl2O4,Pressure-volume equation of state for chromite and magnesiochromite: A single-crystal X-ray diffraction investigation
250576,F d -3 m Z,Cr2 Mg O4,Spinel#MgAl2O4,Pressure-volume equation of state for chromite and magnesiochromite: A single-crystal X-ray diffraction investigation
252365,F d -3 m Z,Fe In2 S4,Spinel#MgAl2O4,Straightforward high-pressure synthesis and characterization of indium-based thiospinels: photocatalytic potential for hydrogen production
252366,F d -3 m Z,Mn In2 S4,Spinel#MgAl2O4,Straightforward high-pressure synthesis and characterization of indium-based thiospinels: photocatalytic potential for hydrogen production
252367,F d -3 m Z,Fe In2 S4,Spinel#MgAl2O4,Straightforward high-pressure synthesis and characterization of indium-based thiospinels: photocatalytic potential for hydrogen production
252368,F d -3 m Z,Co In2 S4,Spinel#MgAl2O4,Straightforward high-pressure synthesis and characterization of indium-based thiospinels: photocatalytic potential for hydrogen production
252370,F d -3 m Z,Ni In2 S4,Spinel#MgAl2O4,Straightforward high-pressure synthesis and characterization of indium-based thiospinels: photocatalytic potential for hydrogen production
252372,F d -3 m Z,Cd In2 S4,Spinel#MgAl2O4,Straightforward high-pressure synthesis and characterization of indium-based thiospinels: photocatalytic potential for hydrogen production
252421,F d -3 m Z,(Mg0.77 Al0.23) (Mg0.23 Al1.59 V0.17) O4,Spinel#MgAl2O4,Crystal chemistry of spinels in the system MgAl2O4-MgV2O4-Mg2VO4
252422,F d -3 m Z,(Mg0.78 Al0.22) (Mg0.22 Al1.51 V0.27) O4,Spinel#MgAl2O4,Crystal chemistry of spinels in the system MgAl2O4-MgV2O4-Mg2VO4
252423,F d -3 m Z,(Mg0.82 Al0.18) (Mg0.19 Al1.34 V0.47) O4,Spinel#MgAl2O4,Crystal chemistry of spinels in the system MgAl2O4-MgV2O4-Mg2VO4
252424,F d -3 m Z,(Mg0.82 Al0.18) (Mg0.21 Al1.28 V0.51) O4,Spinel#MgAl2O4,Crystal chemistry of spinels in the system MgAl2O4-MgV2O4-Mg2VO4
252425,F d -3 m Z,(Mg0.89 Al0.11) (Mg0.12 Al0.89 V0.99) O4,Spinel#MgAl2O4,Crystal chemistry of spinels in the system MgAl2O4-MgV2O4-Mg2VO4
252426,F d -3 m Z,Mg (Mg0.04 Al0.06 V1.89) O4,Spinel#MgAl2O4,Crystal chemistry of spinels in the system MgAl2O4-MgV2O4-Mg2VO4
252427,F d -3 m Z,Mg (Mg0.05 Al0.06 V1.90) O4,Spinel#MgAl2O4,Crystal chemistry of spinels in the system MgAl2O4-MgV2O4-Mg2VO4
252428,F d -3 m Z,Mg (Mg0.26 V1.74) O4,Spinel#MgAl2O4,Crystal chemistry of spinels in the system MgAl2O4-MgV2O4-Mg2VO4
257334,F d -3 m Z,Li Mn2 O4,Spinel#MgAl2O4,"Crystal structure, microstructure and electrochemical properties of hydrothermally synthesised LiMn2O4"
257335,F d -3 m Z,Li Mn2 O4,Spinel#MgAl2O4,"Crystal structure, microstructure and electrochemical properties of hydrothermally synthesised LiMn2O4"
257336,F d -3 m Z,Li Mn2 O4,Spinel#MgAl2O4,"Crystal structure, microstructure and electrochemical properties of hydrothermally synthesised LiMn2O4"
257337,F d -3 m Z,Li Mn2 O4,Spinel#MgAl2O4,"Crystal structure, microstructure and electrochemical properties of hydrothermally synthesised LiMn2O4"
257338,F d -3 m Z,Li Mn2 O4,Spinel#MgAl2O4,"Crystal structure, microstructure and electrochemical properties of hydrothermally synthesised LiMn2O4"
257339,F d -3 m Z,Li Mn2 O4,Spinel#MgAl2O4,"Crystal structure, microstructure and electrochemical properties of hydrothermally synthesised LiMn2O4"
257990,F d -3 m S,Ni0.5 Zn0.5 Fe2 O4,Spinel#MgAl2O4,Structural and magnetic properties of Ni-Zn and Ni-Zn-Co ferrites
257991,F d -3 m S,Ni0.5 Zn0.3 Co0.2 Fe2 O4,Spinel#MgAl2O4,Structural and magnetic properties of Ni-Zn and Ni-Zn-Co ferrites
258690,F d -3 m Z,Mg0.85 Co0.15 Al2 O4,Spinel#MgAl2O4,Temperature dependence of the inversion degree in three-cation spinel solid solutions: experimental evaluation by XRD
258691,F d -3 m Z,Mg0.85 Ni0.15 Al2 O4,Spinel#MgAl2O4,Temperature dependence of the inversion degree in three-cation spinel solid solutions: experimental evaluation by XRD
258692,F d -3 m Z,Mg (Fe0.5 Al0.5)2 O4,Spinel#MgAl2O4,Temperature dependence of the inversion degree in three-cation spinel solid solutions: experimental evaluation by XRD
259033,F d -3 m Z,(Fe0.9 Co0.1) V2 O4,Spinel#MgAl2O4,Evolution of the magnetic and structural properties of Fe1-xCoxV2O4
259035,F d -3 m Z,(Fe0.5 Co0.5) V2 O4,Spinel#MgAl2O4,Evolution of the magnetic and structural properties of Fe1-xCoxV2O4
259067,F d -3 m Z,Li (Mn2 O4),Spinel#MgAl2O4,Toward positive electrode materials with high-energy density: Electrochemical and structural studies on LiCoxMn2-xO4 with 0 <= x <= 1
259068,F d -3 m Z,Li (Co0.25 Mn1.75 O4),Spinel#MgAl2O4,Toward positive electrode materials with high-energy density: Electrochemical and structural studies on LiCoxMn2-xO4 with 0 <= x <= 1
259069,F d -3 m Z,Li (Co0.5 Mn1.5 O4),Spinel#MgAl2O4,Toward positive electrode materials with high-energy density: Electrochemical and structural studies on LiCoxMn2-xO4 with 0 <= x <= 1
259070,F d -3 m Z,Li0.97 Co0.03 (Co0.75 Mn1.25 O4),Spinel#MgAl2O4,Toward positive electrode materials with high-energy density: Electrochemical and structural studies on LiCoxMn2-xO4 with 0 <= x <= 1
259071,F d -3 m Z,Li0.89 Co0.11 (Co Mn O4),Spinel#MgAl2O4,Toward positive electrode materials with high-energy density: Electrochemical and structural studies on LiCoxMn2-xO4 with 0 <= x <= 1
259334,F d -3 m Z,Li Cr Ti O4,Spinel#MgAl2O4,Exploration of spinel LiCrTiO4 as cathode material for rechargeable Mg-Li hybrid batteries
259622,F d -3 m Z,Cu1.92 Co Ti3 S8,Spinel#MgAl2O4,Carrier concentration tuning in thermoelectric thiospinel Cu2CoTi3S8 by oxidative extraction of copper
259947,F d -3 m Z,Li1.01 Ni0.51 Mn1.49 O4,Spinel#MgAl2O4,Electrochemical cycling effect on structural parameters and electron density of Li1-xNi0.5Mn1.5O4 using synchrotron X-ray analyses
259948,F d -3 m Z,Li1.01 Ni0.51 Mn1.49 O4,Spinel#MgAl2O4,Electrochemical cycling effect on structural parameters and electron density of Li1-xNi0.5Mn1.5O4 using synchrotron X-ray analyses
260397,F d -3 m Z,Co0.20 Cr2 Cu0.80 Se4,Spinel#MgAl2O4,High-temperature order-disorder transition in Co Cr2 Se4 and trapping Co disorder in monoclinic Co Cr2 Se4: Structural features of Cu(1-x) Co(x) Cr2 Se4 phases
261557,F d -3 m Z,Li Mn2 O4,Spinel#MgAl2O4,Magnetic properties of the chemically delithiated Li(x) Mn2 O4 with 0.07 <= x <= 1
261820,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Electron density distribution in magnetite Fe3 O4 from a high-precision X-ray diffraction study
261867,F d -3 m Z,(Co2.63 Zn0.37) O3.96,Spinel#MgAl2O4,"Phase diagram, crystal chemistry and thermoelectric properties of compounds in the Ca-Co-Zn-O system"
262625,F d -3 m Z,(Mn0.924 In0.076) (In1.804 Mn0.196) O4,Spinel#MgAl2O4,Why Mn In2 O4 spinel is not a transparent conducting oxide?
262941,F d -3 m S,Cd Rh2 O4,Spinel#MgAl2O4,"High-pressure synthesis, crystal structure, and electromagnetic properties of Cd Rh2 O4: an analogous oxide of the postspinel mineral Mg Al2 O4"
264711,F d -3 m Z,(Fe0.2 Mn0.8)3 O4,Spinel#MgAl2O4,"In situ neutron powder diffraction study of the reaction M2O3 <-> M3O4 <-> MO, M = (Fe0.2Mn0.8): implications for chemical looping with oxygen uncoupling"
280055,F d -3 m Z,Zn0.68 Mn0.36 Fe1.96 O4,Spinel#MgAl2O4,Manganese-rich natural franklinite
280061,F d -3 m Z,Ni (Cr2 O4),Spinel#MgAl2O4,The low-temperature tetragonal phase of Ni Cr2 O4
290114,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Cation ordering over short-range and long-range scales in the Mg Al2 O4 - Cu Al2 O4 series
290115,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Cation ordering over short-range and long-range scales in the Mg Al2 O4 - Cu Al2 O4 series
290116,F d -3 m Z,(Mg0.90 Cu0.10) (Al1.942 Cu0.058) O4,Spinel#MgAl2O4,Cation ordering over short-range and long-range scales in the Mg Al2 O4 - Cu Al2 O4 series
290117,F d -3 m Z,(Mg0.845 Cu0.155) (Al1.898 Cu0.102) O4,Spinel#MgAl2O4,Cation ordering over short-range and long-range scales in the Mg Al2 O4 - Cu Al2 O4 series
290118,F d -3 m Z,(Mg0.74 Cu0.26) (Al1.82 Cu0.18) O4,Spinel#MgAl2O4,Cation ordering over short-range and long-range scales in the Mg Al2 O4 - Cu Al2 O4 series
290119,F d -3 m Z,(Mg0.73 Cu0.27) (Al1.824 Cu0.176) O4,Spinel#MgAl2O4,Cation ordering over short-range and long-range scales in the Mg Al2 O4 - Cu Al2 O4 series
290120,F d -3 m Z,(Mg0.57 Cu0.43) (Al1.74 Cu0.26) O4,Spinel#MgAl2O4,Cation ordering over short-range and long-range scales in the Mg Al2 O4 - Cu Al2 O4 series
290121,F d -3 m Z,(Mg0.547 Cu0.453) (Al1.734 Cu0.266) O4,Spinel#MgAl2O4,Cation ordering over short-range and long-range scales in the Mg Al2 O4 - Cu Al2 O4 series
290122,F d -3 m Z,(Mg0.486 Cu0.514) (Al1.714 Cu0.286) O4,Spinel#MgAl2O4,Cation ordering over short-range and long-range scales in the Mg Al2 O4 - Cu Al2 O4 series
290123,F d -3 m Z,Cu1.032 Al1.968 O4,Spinel#MgAl2O4,Cation ordering over short-range and long-range scales in the Mg Al2 O4 - Cu Al2 O4 series
290124,F d -3 m Z,(Co0.071 Mg0.93) Al1.972 O4,Spinel#MgAl2O4,Blue spinel crystals in the Mg Al2 O4 - Co Al2 O4 series: Part II. Cation ordering over short-range and long-range scales
290125,F d -3 m Z,(Co0.083 Mg0.917) Al1.978 O4,Spinel#MgAl2O4,Blue spinel crystals in the Mg Al2 O4 - Co Al2 O4 series: Part II. Cation ordering over short-range and long-range scales
290126,F d -3 m Z,(Co0.099 Mg0.901) Al1.984 O4,Spinel#MgAl2O4,Blue spinel crystals in the Mg Al2 O4 - Co Al2 O4 series: Part II. Cation ordering over short-range and long-range scales
290127,F d -3 m Z,(Co0.247 Mg0.753) Al2 O4,Spinel#MgAl2O4,Blue spinel crystals in the Mg Al2 O4 - Co Al2 O4 series: Part II. Cation ordering over short-range and long-range scales
290128,F d -3 m Z,(Co0.327 Mg0.673) Al2.026 O4,Spinel#MgAl2O4,Blue spinel crystals in the Mg Al2 O4 - Co Al2 O4 series: Part II. Cation ordering over short-range and long-range scales
290129,F d -3 m Z,(Co0.461 Mg0.539) Al2.04 O4,Spinel#MgAl2O4,Blue spinel crystals in the Mg Al2 O4 - Co Al2 O4 series: Part II. Cation ordering over short-range and long-range scales
290130,F d -3 m Z,(Co0.556 Mg0.444) Al2.056 O4,Spinel#MgAl2O4,Blue spinel crystals in the Mg Al2 O4 - Co Al2 O4 series: Part II. Cation ordering over short-range and long-range scales
290131,F d -3 m Z,(Co0.541 Mg0.459) Al2 O4,Spinel#MgAl2O4,Blue spinel crystals in the Mg Al2 O4 - Co Al2 O4 series: Part II. Cation ordering over short-range and long-range scales
290132,F d -3 m Z,(Co0.673 Mg0.327) Al2.082 O4,Spinel#MgAl2O4,Blue spinel crystals in the Mg Al2 O4 - Co Al2 O4 series: Part II. Cation ordering over short-range and long-range scales
290133,F d -3 m Z,Co Al2 O4,Spinel#MgAl2O4,Blue spinel crystals in the Mg Al2 O4 - Co Al2 O4 series: Part II. Cation ordering over short-range and long-range scales
290281,F d -3 m Z,Mg2.332 Ga3.756 O8,Spinel#MgAl2O4,Neutron powder diffraction measurements of the spinel Mg Ga2 O4:Cr3+ - a comparative study between the high flux diffractometer D2B at the ILL and the High Resolution Powder Diffractometer Aurora at IPEN
290283,F d -3 m Z,Mg2.04 Ga3.96 O8,Spinel#MgAl2O4,Neutron powder diffraction measurements of the spinel Mg Ga2 O4:Cr3+ - a comparative study between the high flux diffractometer D2B at the ILL and the High Resolution Powder Diffractometer Aurora at IPEN
290285,F d -3 m Z,Mg2.41 Ga3.678 O8,Spinel#MgAl2O4,Neutron powder diffraction measurements of the spinel Mg Ga2 O4:Cr3+ - a comparative study between the high flux diffractometer D2B at the ILL and the High Resolution Powder Diffractometer Aurora at IPEN
290287,F d -3 m Z,Mg3.492 Ga2.596 O8,Spinel#MgAl2O4,Neutron powder diffraction measurements of the spinel Mg Ga2 O4:Cr3+ - a comparative study between the high flux diffractometer D2B at the ILL and the High Resolution Powder Diffractometer Aurora at IPEN
290477,F d -3 m S,Mg Fe V O4,Spinel#MgAl2O4,Transport and magnetic properties of Mg Fe V O4
290599,F d -3 m S,Mg Cr2 O4,Spinel#MgAl2O4,Synthesis of binary magnesium-transition metal oxides via inverse coprecipitation
290601,F d -3 m S,Mg Fe2 O4,Spinel#MgAl2O4,Synthesis of binary magnesium-transition metal oxides via inverse coprecipitation
290602,F d -3 m S,Mg Co2 O4,Spinel#MgAl2O4,Synthesis of binary magnesium-transition metal oxides via inverse coprecipitation
290749,F d -3 m Z,Cd (Cr1.95 Ti0.007) Se4,Spinel#MgAl2O4,Critical behavior of the 3D-Ising ferromagnets Cd [Crx Tiy] Se4
290750,F d -3 m Z,Cd (Cr1.62 Ti0.42) Se4,Spinel#MgAl2O4,Critical behavior of the 3D-Ising ferromagnets Cd [Crx Tiy] Se4
290751,F d -3 m Z,Cd (Cr1.49 Ti0.59) Se4,Spinel#MgAl2O4,Critical behavior of the 3D-Ising ferromagnets Cd [Crx Tiy] Se4
290808,F d -3 m Z,Co Cr2 S4,Spinel#MgAl2O4,"Phase behavior, magnetic and electronic properties in the series Co1-x Nix Cr2 S4 (0 <= x < 1)"
290809,F d -3 m Z,Co0.9 Ni0.1 Cr2 S4,Spinel#MgAl2O4,"Phase behavior, magnetic and electronic properties in the series Co1-x Nix Cr2 S4 (0 <= x < 1)"
290810,F d -3 m Z,Co0.8 Ni0.2 Cr2 S4,Spinel#MgAl2O4,"Phase behavior, magnetic and electronic properties in the series Co1-x Nix Cr2 S4 (0 <= x < 1)"
290811,F d -3 m Z,Co0.7 Ni0.3 Cr2 S4,Spinel#MgAl2O4,"Phase behavior, magnetic and electronic properties in the series Co1-x Nix Cr2 S4 (0 <= x < 1)"
290812,F d -3 m Z,Co0.65 Ni0.35 Cr2 S4,Spinel#MgAl2O4,"Phase behavior, magnetic and electronic properties in the series Co1-x Nix Cr2 S4 (0 <= x < 1)"
290967,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,Plant latex mediated green synthesis of Zn Al2 O4:Dy(3+) (1-9 mol%) nanophosphor for white light generation
290981,F d -3 m Z,(Ti0.003 Al1.652 Cr0.212 Fe0.030 Mg0.095 Ni0.008) (Si0.002 Al0.103 Fe0.191 Mg0.692) O4,Spinel#MgAl2O4,Geothermometric study of Cr-spinels of peridotite mantle xenoliths from northern Victoria Land (Antarctica)
290982,F d -3 m Z,(Ti0.001 Al1.138 Cr0.791 Fe0.009 Mg0.057 Ni0.005) (Si0.002 Al0.036 Fe0.251 Mg0.680) O4,Spinel#MgAl2O4,Geothermometric study of Cr-spinels of peridotite mantle xenoliths from northern Victoria Land (Antarctica)
290983,F d -3 m Z,(Ti0.002 Al1.498 Cr0.382 Fe0.023 Mg0.087 Ni0.007) (Si0.004 Al0.078 Fe0.216 Mg0.697) O4,Spinel#MgAl2O4,Geothermometric study of Cr-spinels of peridotite mantle xenoliths from northern Victoria Land (Antarctica)
290984,F d -3 m Z,(Ti0.002 Al1.425 Cr0.466 Fe0.017 Mg0.085 Ni0.007) (Si0.002 Al0.088 Fe0.205 Mg0.679) O4,Spinel#MgAl2O4,Geothermometric study of Cr-spinels of peridotite mantle xenoliths from northern Victoria Land (Antarctica)
290985,F d -3 m Z,(Ti0.010 Al1.385 Cr0.428 Fe0.050 Mg0.121 Ni0.006) (Si0.001 Al0.125 Fe0.307 Mg0.563) O4,Spinel#MgAl2O4,Geothermometric study of Cr-spinels of peridotite mantle xenoliths from northern Victoria Land (Antarctica)
290986,F d -3 m Z,(Ti0.003 Al1.444 Cr0.382 Fe0.048 Mg0.118 Ni0.007) (Si0.001 Al0.136 Fe0.278 Mg0.576) O4,Spinel#MgAl2O4,Geothermometric study of Cr-spinels of peridotite mantle xenoliths from northern Victoria Land (Antarctica)
290987,F d -3 m Z,(Ti0.002 Al0.996 Cr0.938 Fe0.027 Mg0.034 Ni0.004) (Si0.001 Al0.029 Fe0.263 Mg0.687) O4,Spinel#MgAl2O4,Geothermometric study of Cr-spinels of peridotite mantle xenoliths from northern Victoria Land (Antarctica)
290988,F d -3 m Z,(Ti0.004 Al1.474 Cr0.321 Fe0.037 Mg0.158 Ni0.007) (Si0.001 Al0.161 Fe0.216 Mg0.622) O4,Spinel#MgAl2O4,Geothermometric study of Cr-spinels of peridotite mantle xenoliths from northern Victoria Land (Antarctica)
290989,F d -3 m Z,(Ti0.002 Al1.283 Cr0.539 Fe0.029 Mg0.141 Ni0.005) (Si0.001 Al0.126 Fe0.24 Mg0.633) O4,Spinel#MgAl2O4,Geothermometric study of Cr-spinels of peridotite mantle xenoliths from northern Victoria Land (Antarctica)
290990,F d -3 m Z,(Mg0.03 Fe0.97) (Mg0.13 Fe0.93 Ti0.94) O4,Spinel#MgAl2O4,Crystal chemistry of the ulvoespinel-qandilite series
290991,F d -3 m Z,(Mg0.07 Fe0.93) (Mg0.26 Fe0.80 Ti0.94) O4,Spinel#MgAl2O4,Crystal chemistry of the ulvoespinel-qandilite series
290992,F d -3 m Z,(Mg0.16 Fe0.84) (Mg0.36 Fe0.68 Ti0.96) O4,Spinel#MgAl2O4,Crystal chemistry of the ulvoespinel-qandilite series
