CollectionCode,HMS,StructuredFormula,StructureType,Title
9806,F d -3 m Z,Fe2 (Ti O4),Spinel#MgAl2O4,The Influence of Crystal Structure on the Photoresponse of Iron-Titanium Oxide Electrodes
9934,F d -3 m Z,Cu (Cr1.02 Sn0.98) S2.11 Se1.89,Spinel#MgAl2O4,"(Cu)$_{tet}$(Cr$_{2-x}$Sn$_x$)$_{oct}$S$_{4-y}$Se$_y$ spinels: crystal structure, density functional theory calculations, and magnetic behavior"
9936,F d -3 m Z,Cu (Cr1.35 Sn0.65) S2.20 Se1.80,Spinel#MgAl2O4,"(Cu)$_{tet}$(Cr$_{2-x}$Sn$_x$)$_{oct}$S$_{4-y}$Se$_y$ spinels: crystal structure, density functional theory calculations, and magnetic behavior"
9979,F d -3 m Z,Cu (Cr1.51 Sn0.49) S2.20 Se1.80,Spinel#MgAl2O4,"(Cu)$_{tet}$(Cr$_{2-x}$Sn$_x$)$_{oct}$S$_{4-y}$Se$_y$ spinels: crystal structure, density functional theory calculations, and magnetic behavior"
9980,F d -3 m Z,Cu (Cr1.23 Sn0.77) S2.17 Se1.83,Spinel#MgAl2O4,"(Cu)$_{tet}$(Cr$_{2-x}$Sn$_x$)$_{oct}$S$_{4-y}$Se$_y$ spinels: crystal structure, density functional theory calculations, and magnetic behavior"
10035,F d -3 m S,Cu V2 S4,Spinel#MgAl2O4,"Elaboration, structure cristalline et proprietes physiques (transport, susceptibilite magnetique et R.M.N.) du spinelle Cu V2 S4"
11254,F d -3 m Z,Li Ni V O4,Spinel#MgAl2O4,Unified view of the local cation-ordered state in inverse spinel oxides
11255,F d -3 m Z,Li Ni V O4,Spinel#MgAl2O4,Unified view of the local cation-ordered state in inverse spinel oxides
11259,F d -3 m Z,Li Co V O4,Spinel#MgAl2O4,Unified view of the local cation-ordered state in inverse spinel oxides
11261,F d -3 m Z,Ni1.22 Al1.76 O4,Spinel#MgAl2O4,Unified view of the local cation-ordered state in inverse spinel oxides
11263,F d -3 m Z,Mg In2 O4,Spinel#MgAl2O4,Unified view of the local cation-ordered state in inverse spinel oxides
11265,F d -3 m Z,Li Cr Ti O4,Spinel#MgAl2O4,Unified view of the local cation-ordered state in inverse spinel oxides
11267,F d -3 m Z,Zn2 Ti O4,Spinel#MgAl2O4,Unified view of the local cation-ordered state in inverse spinel oxides
11269,F d -3 m Z,Zn2 Sn O4,Spinel#MgAl2O4,Unified view of the local cation-ordered state in inverse spinel oxides
11273,F d -3 m Z,Li Mn2 O4,Spinel#MgAl2O4,Unified view of the local cation-ordered state in inverse spinel oxides
11550,F d -3 m Z,Cu2 Mg Sn3 S8,Spinel#MgAl2O4,Mechanochemical synthesis of Cu$_2$MgSn$_3$S$_8$ and Ag$_2$MgSn$_3$S$_8$
11551,F d -3 m Z,Ag2 Mg Sn3 S8,Spinel#MgAl2O4,Mechanochemical synthesis of Cu$_2$MgSn$_3$S$_8$ and Ag$_2$MgSn$_3$S$_8$
11788,F d -3 m Z,Li2.5 Zn0.25 Ti3.25 O8,Spinel#MgAl2O4,Reversible movement of Zn$^{2+}$ Ions with zero-strain characteristic. Clarifying the reaction mechanism of Li$_2$ZnTi$_3$O$_8$
12807,F d -3 m Z,Co2.75 Fe0.25 O3.962,Spinel#MgAl2O4,"High-temperature thermal cycling effect on the irreversible responses of lattice structure, magnetic properties, and electrical conductivity in Co$_{2.75}$Fe$_{0.25}$O$_{4+\delta}$ spinel oxide"
12808,F d -3 m Z,Co2.75 Fe0.25 O4.049,Spinel#MgAl2O4,"High-temperature thermal cycling effect on the irreversible responses of lattice structure, magnetic properties, and electrical conductivity in Co$_{2.75}$Fe$_{0.25}$O$_{4+\delta}$ spinel oxide"
12809,F d -3 m Z,Co2.95 Fe0.05 O3.947,Spinel#MgAl2O4,"High-temperature thermal cycling effect on the irreversible responses of lattice structure, magnetic properties, and electrical conductivity in Co$_{2.75}$Fe$_{0.25}$O$_{4+\delta}$ spinel oxide"
12811,F d -3 m Z,Co2.738 Fe0.25 O4,Spinel#MgAl2O4,"High-temperature thermal cycling effect on the irreversible responses of lattice structure, magnetic properties, and electrical conductivity in Co$_{2.75}$Fe$_{0.25}$O$_{4+\delta}$ spinel oxide"
12812,F d -3 m Z,Co2.75 Fe0.25 O4.069,Spinel#MgAl2O4,"High-temperature thermal cycling effect on the irreversible responses of lattice structure, magnetic properties, and electrical conductivity in Co$_{2.75}$Fe$_{0.25}$O$_{4+\delta}$ spinel oxide"
12813,F d -3 m Z,Co3.026 Fe0.05 O4,Spinel#MgAl2O4,"High-temperature thermal cycling effect on the irreversible responses of lattice structure, magnetic properties, and electrical conductivity in Co$_{2.75}$Fe$_{0.25}$O$_{4+\delta}$ spinel oxide"
12962,F d -3 m Z,(Cu0.51 In0.49) (Cr1.74 In0.26) Se4,Spinel#MgAl2O4,"Crystal structure of (Cu$_{0.51}$In$_{0.49}$)$_{tet}$$\lbrack$Cr$_{1.74}$In$_{0.26}$$\rbrack$$_{oct}$Se$_4$ selenospinel, Cu$_{0.51}$In$_{0.75}$Cr$_{1.74}$Se$_4$"
13859,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Ultrabroadband red luminescence of Mn$^{4+}$ in MgAl$_2$O$_4$ peaking at 651 nm
13860,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Ultrabroadband red luminescence of Mn$^{4+}$ in MgAl$_2$O$_4$ peaking at 651 nm
13861,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Ultrabroadband red luminescence of Mn$^{4+}$ in MgAl$_2$O$_4$ peaking at 651 nm
14555,F d -3 m Z,Na2 Mo O4,Spinel#MgAl2O4,"Microwave-assisted solid-state synthesis of NaRE(MO$_4$)$_2$ phosphors (RE = La, Pr, Eu, Dy; M = Mo, W)"
14556,F d -3 m Z,Na2 W O4,Spinel#MgAl2O4,"Microwave-assisted solid-state synthesis of NaRE(MO$_4$)$_2$ phosphors (RE = La, Pr, Eu, Dy; M = Mo, W)"
17486,F d -3 m Z,Mn In2 S4,Spinel#MgAl2O4,"Ternary MIn$_2$S$_4$ (M = Mn, Fe, Co, Ni) thiospinels. Crystal structure and thermoelectric properties"
17487,F d -3 m Z,Fe In2 S4,Spinel#MgAl2O4,"Ternary MIn$_2$S$_4$ (M = Mn, Fe, Co, Ni) thiospinels. Crystal structure and thermoelectric properties"
17488,F d -3 m Z,Co In2 S4,Spinel#MgAl2O4,"Ternary MIn$_2$S$_4$ (M = Mn, Fe, Co, Ni) thiospinels. Crystal structure and thermoelectric properties"
17489,F d -3 m Z,Ni In2 S4,Spinel#MgAl2O4,"Ternary MIn$_2$S$_4$ (M = Mn, Fe, Co, Ni) thiospinels. Crystal structure and thermoelectric properties"
20819,F d -3 m Z,(Mg0.43 Fe0.58) (Cr1.19 Al0.77 Ti0.03) O4,Spinel#MgAl2O4,The crystal structure of spinel from Rhegolith of the automatic station luna-24
21114,F d -3 m S,Fe2 Mo O4,Spinel#MgAl2O4,X-ray and neutron diffraction studies in Spinel Fe2 Mo O4
21928,F d -3 m Z,Cu0.95 Zr2 S4,Spinel#MgAl2O4,Insights into Mg2+ intercalation in a zero-strain material. Thiospinel MgxZr2S4
22990,F d -3 m Z,(Mg0.461 Al0.026 Mn0.055 Fe0.459) (Mg0.0195 Al0.0845 Ti0.013 Cr0.878 Fe0.00475)2 O4,Spinel#MgAl2O4,"Crystal structure refinement of chromites from two achondrites, their T‐f(O$_2$) conditions, and implications"
22991,F d -3 m Z,(Mg0.489 Al0.019 Mn0.06 Fe0.432) (Mg0.00035 Al0.1105 Ti0.0105 Cr0.86 Fe0.019)2 O4,Spinel#MgAl2O4,"Crystal structure refinement of chromites from two achondrites, their T‐f(O$_2$) conditions, and implications"
22992,F d -3 m Z,(Mg0.452 Al0.015 Mn0.065 Fe0.468) (Mg0.017 Al0.1 Ti0.01275 Cr0.8665 Fe0.0042)2 O4,Spinel#MgAl2O4,"Crystal structure refinement of chromites from two achondrites, their T‐f(O$_2$) conditions, and implications"
22993,F d -3 m Z,(Mg0.222 Al0.002 Mn0.013 Fe0.763) (Mg0.0035 Al0.1665 Ti0.019 Cr0.791 Fe0.0195)2 O4,Spinel#MgAl2O4,"Crystal structure refinement of chromites from two achondrites, their T‐f(O$_2$) conditions, and implications"
22994,F d -3 m Z,(Mg0.214 Al0.0102 Mn0.012 Fe0.759 Zn0.004) (Mg0.014 Al0.1605 Ti0.0192 Cr0.789 Fe0.01675)2 O4,Spinel#MgAl2O4,"Crystal structure refinement of chromites from two achondrites, their T‐f(O$_2$) conditions, and implications"
22995,F d -3 m Z,(Mg0.237 Al0.007 Mn0.014 Fe0.742) (Mg0.0002 Al0.165 Ti0.0135 Cr0.792 Fe0.0285)2 O4,Spinel#MgAl2O4,"Crystal structure refinement of chromites from two achondrites, their T‐f(O$_2$) conditions, and implications"
23452,F d -3 m Z,Zn (Zn Ti) O4,Spinel#MgAl2O4,Zn$_2$TiO$_4$ photoluminescence enhanced by the addition of Cr$^{3+}$
24268,F d -3 m Z,Li0.425 (Ni0.519 Co0.234 Mn0.269 Fe0.047) O2,Spinel#MgAl2O4,"Li/Fe substitution in Li-rich Ni, Co, Mn oxides for enhanced electrochemical performance as cathode materials"
24358,F d -3 m Z,Li0.5 (Cr0.045 Ni0.22 Co0.114 Mn0.621) O2,Spinel#MgAl2O4,Cr-doped Li-rich nickel cobalt manganese oxide as a positive electrode material in Li-ion batteries to enhance cycling stability
26410,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,The Structure of Magnetite
28054,F d -3 m Z,(Fe4.42 Fe5.245 Ti4.72 Al0.7 Mg0.4 Cr0.3 V0.16) (Fe7.82 Mn0.114 Si0.064) O32,Spinel#MgAl2O4,Crystal Structure of a Natural Titanomagnetite
28562,F d -3 m S,(Mn1.03 Fe1.97) O4,Spinel#MgAl2O4,The structure of manganese ferrite
29670,F d -3 m Z,Ni0.5 Zn0.5 Fe2 O4,Spinel#MgAl2O4,Microscopic length scale of charge transport and structural properties of cobalt doped Ni–Zn ferrite nanocrystals. A structure property correlation study
29671,F d -3 m Z,Ni0.5 Zn0.4 Co0.1 Fe2 O4,Spinel#MgAl2O4,Microscopic length scale of charge transport and structural properties of cobalt doped Ni–Zn ferrite nanocrystals. A structure property correlation study
29672,F d -3 m Z,Ni0.5 Zn0.3 Co0.2 Fe2 O4,Spinel#MgAl2O4,Microscopic length scale of charge transport and structural properties of cobalt doped Ni–Zn ferrite nanocrystals. A structure property correlation study
29673,F d -3 m Z,Ni0.5 Zn0.2 Co0.3 Fe2 O4,Spinel#MgAl2O4,Microscopic length scale of charge transport and structural properties of cobalt doped Ni–Zn ferrite nanocrystals. A structure property correlation study
29880,F d -3 m Z,Li Co0.5 Mn1.5 O4,Spinel#MgAl2O4,LiM$_{0.5}$Mn$_{1.5}$O$_{4-\delta}$ (M = Co or Fe) spinels with a high oxidation state obtained by ultrasound-assisted thermal decomposition of nitrates. Characterization and physicochemical properties
29881,F d -3 m Z,Li Fe0.5 Mn1.5 O4,Spinel#MgAl2O4,LiM$_{0.5}$Mn$_{1.5}$O$_{4-\delta}$ (M = Co or Fe) spinels with a high oxidation state obtained by ultrasound-assisted thermal decomposition of nitrates. Characterization and physicochemical properties
29987,F d -3 m Z,Mg Fe Mn O4,Spinel#MgAl2O4,Cation distributions and magnetic properties of ferrispinel MgFeMnO$_4$
29988,F d -3 m Z,Mg Fe Mn O4,Spinel#MgAl2O4,Cation distributions and magnetic properties of ferrispinel MgFeMnO$_4$
30561,F d -3 m S,(Ga0.85 Mg0.15) (Ga0.59 Mg0.41)2 O4,Spinel#MgAl2O4,"Cation Distribution and Oxygen Parameter in Magnesium Gallate, Mg Ga2 O4"
31373,F d -3 m S,Mg Al2 O4,Spinel#MgAl2O4,Order-disorder transition in Mg Al2 O4 spinel at high temperatures up to 1700 degrees C
31374,F d -3 m S,Mg Al2 O4,Spinel#MgAl2O4,Order-disorder transition in Mg Al2 O4 spinel at high temperatures up to 1700 degrees C
31375,F d -3 m S,Mg Al2 O4,Spinel#MgAl2O4,Order-disorder transition in Mg Al2 O4 spinel at high temperatures up to 1700 degrees C
31376,F d -3 m S,Mg Al2 O4,Spinel#MgAl2O4,Order-disorder transition in Mg Al2 O4 spinel at high temperatures up to 1700 degrees C
31377,F d -3 m S,Mg Al2 O4,Spinel#MgAl2O4,Order-disorder transition in Mg Al2 O4 spinel at high temperatures up to 1700 degrees C
31378,F d -3 m S,Mg Al2 O4,Spinel#MgAl2O4,Order-disorder transition in Mg Al2 O4 spinel at high temperatures up to 1700 degrees C
31379,F d -3 m S,Mg Al2 O4,Spinel#MgAl2O4,Order-disorder transition in Mg Al2 O4 spinel at high temperatures up to 1700 degrees C
31380,F d -3 m S,Mg Al2 O4,Spinel#MgAl2O4,Order-disorder transition in Mg Al2 O4 spinel at high temperatures up to 1700 degrees C
31381,F d -3 m S,Mg Al2 O4,Spinel#MgAl2O4,Order-disorder transition in Mg Al2 O4 spinel at high temperatures up to 1700 degrees C
32846,F d -3 m Z,Fe In2 S4,Spinel#MgAl2O4,Mn-for-Fe substitution in Fe$_{1-x}$Mn$_x$In$_2$S$_4$ thiospinel. Crystal structure and thermoelectric properties
32847,F d -3 m Z,M1.3 In1.8 S4,Spinel#MgAl2O4,Mn-for-Fe substitution in Fe$_{1-x}$Mn$_x$In$_2$S$_4$ thiospinel. Crystal structure and thermoelectric properties
32848,F d -3 m Z,M1.2 In1.8 S4,Spinel#MgAl2O4,Mn-for-Fe substitution in Fe$_{1-x}$Mn$_x$In$_2$S$_4$ thiospinel. Crystal structure and thermoelectric properties
32849,F d -3 m Z,M1.3 In1.8 S4,Spinel#MgAl2O4,Mn-for-Fe substitution in Fe$_{1-x}$Mn$_x$In$_2$S$_4$ thiospinel. Crystal structure and thermoelectric properties
32850,F d -3 m Z,M1.2 In1.8 S4,Spinel#MgAl2O4,Mn-for-Fe substitution in Fe$_{1-x}$Mn$_x$In$_2$S$_4$ thiospinel. Crystal structure and thermoelectric properties
32851,F d -3 m Z,Mn0.9 In2.1 S4,Spinel#MgAl2O4,Mn-for-Fe substitution in Fe$_{1-x}$Mn$_x$In$_2$S$_4$ thiospinel. Crystal structure and thermoelectric properties
33181,F d -3 m Z,Co Fe2 O4,Spinel#MgAl2O4,"Mixed Mg–Co spinel ferrites. Structure, morphology, magnetic and photocatalytic properties"
33182,F d -3 m Z,Co0.9 Mg0.1 Fe2 O4,Spinel#MgAl2O4,"Mixed Mg–Co spinel ferrites. Structure, morphology, magnetic and photocatalytic properties"
33183,F d -3 m Z,Co0.7 Mg0.3 Fe2 O4,Spinel#MgAl2O4,"Mixed Mg–Co spinel ferrites. Structure, morphology, magnetic and photocatalytic properties"
33184,F d -3 m Z,Co0.5 Mg0.5 Fe2 O4,Spinel#MgAl2O4,"Mixed Mg–Co spinel ferrites. Structure, morphology, magnetic and photocatalytic properties"
33185,F d -3 m Z,Co0.3 Mg0.7 Fe2 O4,Spinel#MgAl2O4,"Mixed Mg–Co spinel ferrites. Structure, morphology, magnetic and photocatalytic properties"
33186,F d -3 m Z,Co0.1 Mg0.9 Fe2 O4,Spinel#MgAl2O4,"Mixed Mg–Co spinel ferrites. Structure, morphology, magnetic and photocatalytic properties"
33187,F d -3 m Z,Mg Fe2 O4,Spinel#MgAl2O4,"Mixed Mg–Co spinel ferrites. Structure, morphology, magnetic and photocatalytic properties"
34376,F d -3 m Z,Ni0.7 Zn0.3 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34377,F d -3 m Z,Ni0.7 Zn0.3 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34378,F d -3 m Z,Ni0.8 Zn0.2 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34381,F d -3 m Z,Ni0.8 Zn0.2 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34383,F d -3 m Z,Ni0.7 Zn0.3 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34384,F d -3 m Z,Ni0.7 Zn0.3 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34385,F d -3 m Z,Ni0.6 Zn0.4 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34386,F d -3 m Z,Ni0.6 Zn0.4 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34389,F d -3 m Z,Ni0.69 Zn0.31 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34390,F d -3 m Z,Ni0.69 Zn0.31 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34395,F d -3 m Z,Ni0.6 Zn0.4 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34398,F d -3 m Z,Ni0.6 Zn0.4 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34399,F d -3 m Z,Ni0.5 Zn0.5 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34400,F d -3 m Z,Ni0.5 Zn0.5 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34402,F d -3 m Z,Ni0.6 Zn0.4 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
34403,F d -3 m Z,Ni0.6 Zn0.4 Fe2 O4,Spinel#MgAl2O4,"Correlation between microstructure, cation distribution and magnetism in Ni$_{1-x}$Zn$_x$Fe$_2$O$_4$ nanocrystallites"
