CollectionCode,HMS,StructuredFormula,StructureType,Title
185249,F d -3 m S,(Li0.5 Fe0.5) (Li0.25 Fe0.25 Ti0.5)2 O4,Spinel#MgAl2O4,"Synthesis, structure and thermal expansion of M2 Fe2 Ti6 O16 and M Fe Ti O4 compounds"
185250,F d -3 m S,(Li0.5 Fe0.5) (Li0.25 Fe0.25 Ti0.5)2 O4,Spinel#MgAl2O4,"Synthesis, structure and thermal expansion of M2 Fe2 Ti6 O16 and M Fe Ti O4 compounds"
185251,F d -3 m S,(Li0.5 Fe0.5) (Li0.25 Fe0.25 Ti0.5)2 O4,Spinel#MgAl2O4,"Synthesis, structure and thermal expansion of M2 Fe2 Ti6 O16 and M Fe Ti O4 compounds"
185278,F d -3 m S,Co2 Sn O4,Spinel#MgAl2O4,"Synthesis, structure parameter and reaction pathway for spinel-type Co2 Sn O4"
185296,F d -3 m Z,Ni Fe2 O4,Spinel#MgAl2O4,Comparative study of Ni Fe2-x Alx O4 ferrite nanoparticles synthesized by chemical co-precipitation and sol-gel combustion techniques
185297,F d -3 m Z,Ni Fe1.75 Al0.25 O4,Spinel#MgAl2O4,Comparative study of Ni Fe2-x Alx O4 ferrite nanoparticles synthesized by chemical co-precipitation and sol-gel combustion techniques
185298,F d -3 m Z,Ni Fe1.5 Al0.5 O4,Spinel#MgAl2O4,Comparative study of Ni Fe2-x Alx O4 ferrite nanoparticles synthesized by chemical co-precipitation and sol-gel combustion techniques
185471,F d -3 m S,(Fe0.8 Zn0.2) (Ni0.6 Cu0.2 Fe1.2) O4,Spinel#MgAl2O4,Applied-field dependent hyperfine structure and magnetic properties of Ni0.8-x Cux Zn0.2 Fe2 O4
185472,F d -3 m S,(Fe0.8 Zn0.2) (Ni0.4 Cu0.4 Fe1.2) O4,Spinel#MgAl2O4,Applied-field dependent hyperfine structure and magnetic properties of Ni0.8-x Cux Zn0.2 Fe2 O4
185473,F d -3 m S,(Fe0.8 Zn0.2) (Ni0.2 Cu0.6 Fe1.2) O4,Spinel#MgAl2O4,Applied-field dependent hyperfine structure and magnetic properties of Ni0.8-x Cux Zn0.2 Fe2 O4
185517,F d -3 m Z,Fe2 (Si O4),Spinel#MgAl2O4,High-pressure crystal structure investigation of synthetic Fe2 Si O4 spinel
185518,F d -3 m Z,Fe2 Si O4,Spinel#MgAl2O4,High-pressure crystal structure investigation of synthetic Fe2 Si O4 spinel
185519,F d -3 m Z,Fe2 Si O4,Spinel#MgAl2O4,High-pressure crystal structure investigation of synthetic Fe2 Si O4 spinel
185520,F d -3 m Z,Fe2 Si O4,Spinel#MgAl2O4,High-pressure crystal structure investigation of synthetic Fe2 Si O4 spinel
185521,F d -3 m Z,Fe2 Si O4,Spinel#MgAl2O4,High-pressure crystal structure investigation of synthetic Fe2 Si O4 spinel
185522,F d -3 m Z,Fe2 Si O4,Spinel#MgAl2O4,High-pressure crystal structure investigation of synthetic Fe2 Si O4 spinel
185523,F d -3 m Z,Fe2 Si O4,Spinel#MgAl2O4,High-pressure crystal structure investigation of synthetic Fe2 Si O4 spinel
185587,F d -3 m S,(Li4 Ti5 O12)0.333,Spinel#MgAl2O4,A novel grain restraint strategy to synthesize highly crystallized Li4 Ti5 O12 (ca.20 nm) for lithium ion batteries with superior high-rate performance
185713,F d -3 m Z,(Co0.928 Al0.072) (Al1.928 Co0.072 O4),Spinel#MgAl2O4,Structural relaxation in tetrahedrally coordinated Co(2+) along the gahnite-Co-aluminate spinel solid solution
185863,F d -3 m Z,(Co0.199 Fe0.801) (Co0.801 Fe1.199) O4,Spinel#MgAl2O4,Structural and magnetic properties of nanocrystalline stannic substituted cobalt ferrite
185864,F d -3 m Z,(Co0.396 Fe0.604) (Co0.804 Sn0.2 Fe0.996) O4,Spinel#MgAl2O4,Structural and magnetic properties of nanocrystalline stannic substituted cobalt ferrite
185865,F d -3 m Z,(Co0.608 Fe0.392) (Co0.792 Sn0.4 Fe0.808) O4,Spinel#MgAl2O4,Structural and magnetic properties of nanocrystalline stannic substituted cobalt ferrite
185866,F d -3 m Z,(Co0.753 Fe0.247) (Co0.847 Sn0.6 Fe0.553) O4,Spinel#MgAl2O4,Structural and magnetic properties of nanocrystalline stannic substituted cobalt ferrite
185867,F d -3 m Z,(Co0.790 Fe0.210) (Co1.010 Sn0.8 Fe0.190) O4,Spinel#MgAl2O4,Structural and magnetic properties of nanocrystalline stannic substituted cobalt ferrite
185868,F d -3 m Z,Co (Co Sn) O4,Spinel#MgAl2O4,Structural and magnetic properties of nanocrystalline stannic substituted cobalt ferrite
185895,F d -3 m Z,(Fe0.904 Cu0.096) (Cu0.904 Fe1.096) O4,Spinel#MgAl2O4,Dependence of magnetization on cation distributions in the spinel ferrites Cu1-x Znx Fe2 O4 (0.0 <= x <= 1.0)
185896,F d -3 m Z,(Fe0.782 Cu0.067 Zn0.151) (Cu0.733 Zn0.049 Fe1.218) O4,Spinel#MgAl2O4,Dependence of magnetization on cation distributions in the spinel ferrites Cu1-x Znx Fe2 O4 (0.0 <= x <= 1.0)
185897,F d -3 m Z,(Fe0.694 Cu0.044 Zn0.262) (Cu0.556 Zn0.138 Fe1.306) O4,Spinel#MgAl2O4,Dependence of magnetization on cation distributions in the spinel ferrites Cu1-x Znx Fe2 O4 (0.0 <= x <= 1.0)
185898,F d -3 m Z,(Fe0.632 Cu0.027 Zn0.341) (Cu0.373 Zn0.259 Fe1.368) O4,Spinel#MgAl2O4,Dependence of magnetization on cation distributions in the spinel ferrites Cu1-x Znx Fe2 O4 (0.0 <= x <= 1.0)
185899,F d -3 m Z,(Fe0.590 Cu0.012 Zn0.398) (Cu0.188 Zn0.402 Fe1.410) O4,Spinel#MgAl2O4,Dependence of magnetization on cation distributions in the spinel ferrites Cu1-x Znx Fe2 O4 (0.0 <= x <= 1.0)
185900,F d -3 m Z,(Fe0.559 Zn0.441) (Zn0.559 Fe1.441) O4,Spinel#MgAl2O4,Dependence of magnetization on cation distributions in the spinel ferrites Cu1-x Znx Fe2 O4 (0.0 <= x <= 1.0)
186049,F d -3 m S,(Fe0.82 Zn0.16 Mg0.02) (Fe1.18 Zn0.34 Mg0.48) O4,Spinel#MgAl2O4,Magnetic and structural studies of Mn-doped Mg-Zn ferrite nanoparticles synthesized by the glycine nitrate process
186050,F d -3 m S,(Fe0.72 Zn0.21 Mn0.07) (Fe1.28 Zn0.29 Mg0.40 Mn0.03) O4,Spinel#MgAl2O4,Magnetic and structural studies of Mn-doped Mg-Zn ferrite nanoparticles synthesized by the glycine nitrate process
186051,F d -3 m S,(Fe0.54 Zn0.32 Mn0.14) (Fe1.46 Zn0.18 Mg0.30 Mn0.06) O4,Spinel#MgAl2O4,Magnetic and structural studies of Mn-doped Mg-Zn ferrite nanoparticles synthesized by the glycine nitrate process
186052,F d -3 m S,(Fe0.45 Zn0.37 Mn0.18) (Fe1.55 Zn0.13 Mg0.20 Mn0.12) O4,Spinel#MgAl2O4,Magnetic and structural studies of Mn-doped Mg-Zn ferrite nanoparticles synthesized by the glycine nitrate process
186053,F d -3 m S,(Fe0.41 Zn0.40 Mn0.19) (Fe1.59 Zn0.10 Mg0.10 Mn0.21) O4,Spinel#MgAl2O4,Magnetic and structural studies of Mn-doped Mg-Zn ferrite nanoparticles synthesized by the glycine nitrate process
186054,F d -3 m S,(Fe0.38 Zn0.42 Mn0.20) (Fe1.62 Zn0.08 Mn0.30) O4,Spinel#MgAl2O4,Magnetic and structural studies of Mn-doped Mg-Zn ferrite nanoparticles synthesized by the glycine nitrate process
187290,F d -3 m Z,Zn (Ga2 O4),Spinel#MgAl2O4,Synthesis and characterization of Zn Ga2 O4 particles prepared by solid state reaction
187585,F d -3 m S,Fe (Fe Ti O4),Spinel#MgAl2O4,High-pressure phase transitions of Fe3-x Tix O4 solid solution up to 60 GPa correlated with electronic spin transition
187726,F d -3 m Z,(Mn0.8 Cu0.2) (Fe2 O4),Spinel#MgAl2O4,Structural characteristics and electrical properties of copper doped manganese ferrite
187727,F d -3 m Z,(Mn0.7 Cu0.3) (Fe2 O4),Spinel#MgAl2O4,Structural characteristics and electrical properties of copper doped manganese ferrite
187728,F d -3 m Z,(Mn0.6 Cu0.4) (Fe2 O4),Spinel#MgAl2O4,Structural characteristics and electrical properties of copper doped manganese ferrite
187729,F d -3 m Z,(Mn0.5 Cu0.5) (Fe2 O4),Spinel#MgAl2O4,Structural characteristics and electrical properties of copper doped manganese ferrite
188040,F d -3 m S,Ni Fe2 O4,Spinel#MgAl2O4,The effect of zinc doping on the structural and magnetic properties of Ni1-x Znx Fe2 O4
188041,F d -3 m S,Ni0.9 Zn0.1 Fe2 O4,Spinel#MgAl2O4,The effect of zinc doping on the structural and magnetic properties of Ni1-x Znx Fe2 O4
188042,F d -3 m S,Ni0.7 Zn0.3 Fe2 O4,Spinel#MgAl2O4,The effect of zinc doping on the structural and magnetic properties of Ni1-x Znx Fe2 O4
188043,F d -3 m S,Ni0.5 Zn0.5 Fe2 O4,Spinel#MgAl2O4,The effect of zinc doping on the structural and magnetic properties of Ni1-x Znx Fe2 O4
188044,F d -3 m S,Ni0.3 Zn0.7 Fe2 O4,Spinel#MgAl2O4,The effect of zinc doping on the structural and magnetic properties of Ni1-x Znx Fe2 O4
188045,F d -3 m S,Zn Fe2 O4,Spinel#MgAl2O4,The effect of zinc doping on the structural and magnetic properties of Ni1-x Znx Fe2 O4
188098,F d -3 m S,(Mn0.55 Zn0.45) (Fe2 O4),Spinel#MgAl2O4,"Study of the structural, magnetic and electrical properties of Gd-substituted Mn-Zn mixed ferrites"
188099,F d -3 m S,(Mn0.55 Zn0.45) (Fe1.99 Gd0.01 O4),Spinel#MgAl2O4,"Study of the structural, magnetic and electrical properties of Gd-substituted Mn-Zn mixed ferrites"
188100,F d -3 m S,(Mn0.55 Zn0.45) (Fe1.97 Gd0.03 O4),Spinel#MgAl2O4,"Study of the structural, magnetic and electrical properties of Gd-substituted Mn-Zn mixed ferrites"
188101,F d -3 m S,(Mn0.55 Zn0.45) (Fe1.95 Gd0.05 O4),Spinel#MgAl2O4,"Study of the structural, magnetic and electrical properties of Gd-substituted Mn-Zn mixed ferrites"
188102,F d -3 m S,(Mn0.55 Zn0.45) (Fe1.92 Gd0.08 O4),Spinel#MgAl2O4,"Study of the structural, magnetic and electrical properties of Gd-substituted Mn-Zn mixed ferrites"
188427,F d -3 m S,Li Al Ti O4,Spinel#MgAl2O4,"Crystal structure, spectroscopy, and thermal expansion of compounds in M(I)2 O -Al2 O3 - Ti O2 system"
188428,F d -3 m S,Li Al Ti O4,Spinel#MgAl2O4,"Crystal structure, spectroscopy, and thermal expansion of compounds in M(I)2 O -Al2 O3 - Ti O2 system"
188487,F d -3 m Z,Ni Fe2 O4,Spinel#MgAl2O4,"Substitutional effect on structural and dielectric properties of Ni1-x Ax Fe2 O4 (A = Mg, Zn) mixed spinel ferrites"
188488,F d -3 m Z,Ni0.5 Mg0.5 Fe2 O4,Spinel#MgAl2O4,"Substitutional effect on structural and dielectric properties of Ni1-x Ax Fe2 O4 (A = Mg, Zn) mixed spinel ferrites"
188489,F d -3 m Z,Ni0.5 Zn0.5 Fe2 O4,Spinel#MgAl2O4,"Substitutional effect on structural and dielectric properties of Ni1-x Ax Fe2 O4 (A = Mg, Zn) mixed spinel ferrites"
188640,F d -3 m Z,Fe (Co1.02 Fe0.98) O4,Spinel#MgAl2O4,"Non-stoichiometric cobalt ferrite, Cox Fe3-x O4 (x = 1.0 to 2.0). Structural, magnetic and magnetoelastic properties"
188641,F d -3 m Z,Fe (Co1.11 Fe0.89) O4,Spinel#MgAl2O4,"Non-stoichiometric cobalt ferrite, Cox Fe3-x O4 (x = 1.0 to 2.0). Structural, magnetic and magnetoelastic properties"
188642,F d -3 m Z,Fe (Co1.13 Fe0.87) O4,Spinel#MgAl2O4,"Non-stoichiometric cobalt ferrite, Cox Fe3-x O4 (x = 1.0 to 2.0). Structural, magnetic and magnetoelastic properties"
188643,F d -3 m Z,Fe (Co1.17 Fe0.83) O4,Spinel#MgAl2O4,"Non-stoichiometric cobalt ferrite, Cox Fe3-x O4 (x = 1.0 to 2.0). Structural, magnetic and magnetoelastic properties"
188989,F d -3 m Z,Li (Ni0.5 Mn1.5) O4,Spinel#MgAl2O4,Microwave rapid preparation of Li Ni0.5 Mn1.5 O4 and the improved high rate performance for lithium-ion batteries
188990,F d -3 m Z,Li (Ni0.5 Mn1.5) O4,Spinel#MgAl2O4,Microwave rapid preparation of Li Ni0.5 Mn1.5 O4 and the improved high rate performance for lithium-ion batteries
189965,F d -3 m S,Fe (Fe0.9 Co Al0.1) O4,Spinel#MgAl2O4,Neutron diffraction and Mossbauer studies of Co Alx Fe2-x O4
189966,F d -3 m S,Fe (Fe0.9 Co Al0.1) O4,Spinel#MgAl2O4,Neutron diffraction and Mossbauer studies of Co Alx Fe2-x O4
190043,F d -3 m Z,Mg1.96 (Si O3.92 (O H)0.08),Spinel#MgAl2O4,Compressibility and thermal expansion of hydrous ringwoodite with 2.5(3) wt% H2 O
190044,F d -3 m Z,Mg1.94 (Si O3.88 (O H)0.12),Spinel#MgAl2O4,Compressibility and thermal expansion of hydrous ringwoodite with 2.5(3) wt% H2 O
190045,F d -3 m Z,Mg1.92 (Si0.98 O3.76 (O H)0.24),Spinel#MgAl2O4,Compressibility and thermal expansion of hydrous ringwoodite with 2.5(3) wt% H2 O
190046,F d -3 m Z,Mg1.90 (Si0.99 O3.76 (O H)0.24),Spinel#MgAl2O4,Compressibility and thermal expansion of hydrous ringwoodite with 2.5(3) wt% H2 O
190047,F d -3 m Z,Mg1.90 (Si O3.80 (O H)0.20),Spinel#MgAl2O4,Compressibility and thermal expansion of hydrous ringwoodite with 2.5(3) wt% H2 O
190048,F d -3 m Z,Mg1.92 (Si O3.84 (O H)0.16),Spinel#MgAl2O4,Compressibility and thermal expansion of hydrous ringwoodite with 2.5(3) wt% H2 O
190049,F d -3 m Z,Mg1.90 (Si O3.80 (O H)0.20),Spinel#MgAl2O4,Compressibility and thermal expansion of hydrous ringwoodite with 2.5(3) wt% H2 O
190050,F d -3 m Z,Mg1.92 (Si0.98 O3.76 (O H)0.24),Spinel#MgAl2O4,Compressibility and thermal expansion of hydrous ringwoodite with 2.5(3) wt% H2 O
190051,F d -3 m Z,Mg1.92 (Si O3.84 (O H)0.16),Spinel#MgAl2O4,Compressibility and thermal expansion of hydrous ringwoodite with 2.5(3) wt% H2 O
190052,F d -3 m Z,Mg1.88 (Si0.98 O3.68 (O H)0.32),Spinel#MgAl2O4,Compressibility and thermal expansion of hydrous ringwoodite with 2.5(3) wt% H2 O
190101,F d -3 m Z,Fe2.1 Co0.9 O4,Spinel#MgAl2O4,Phase equilibria and structure of solid solutions in the La - Co - Fe - O system at 1100 C
190102,F d -3 m Z,Fe2 Co O4,Spinel#MgAl2O4,Phase equilibria and structure of solid solutions in the La - Co - Fe - O system at 1100 C
