CollectionCode,HMS,StructuredFormula,StructureType,Title
125368,F d -3 m Z,Fe2.54 Mg0.46 O4,Spinel#MgAl2O4,Compressibilities along the magnetite-magnesioferrite solid solution
125369,F d -3 m Z,Fe1.97 Mg1.03 O4,Spinel#MgAl2O4,Compressibilities along the magnetite-magnesioferrite solid solution
125540,F d -3 m Z,Fe Mn2 O4,Spinel#MgAl2O4,Polyhedral distortions and unusual magnetic order in spinel FeMn\(_2\)O\(_4\)
126189,F d -3 m Z,Li Ni0.447 Mn1.5 O4,Spinel#MgAl2O4,Structural and electrochemical study of new LiNi$_{0.5}$Ti$_x$Mn$_{1.5-x}$O$_4$ spinel oxides for 5-V cathode materials
126190,F d -3 m Z,Li Ni0.458 Ti0.082 Mn1.43 O4,Spinel#MgAl2O4,Structural and electrochemical study of new LiNi$_{0.5}$Ti$_x$Mn$_{1.5-x}$O$_4$ spinel oxides for 5-V cathode materials
126192,F d -3 m Z,Li Ni0.484 Ti0.390 Mn1.108 O4,Spinel#MgAl2O4,Structural and electrochemical study of new LiNi$_{0.5}$Ti$_x$Mn$_{1.5-x}$O$_4$ spinel oxides for 5-V cathode materials
127430,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127431,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127432,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127433,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127434,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127435,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127436,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127437,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127438,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127439,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127440,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127441,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127442,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127443,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127444,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127445,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127446,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127447,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127448,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127449,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127450,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127451,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127452,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127453,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127454,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127455,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127456,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127457,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127458,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127459,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Thermal equation of state of Fe$_3$O$_4$ magnetite up to 16 GPa and 1100 K
127953,F d -3 m Z,Li Ni0.43 Mn1.57 O4,Spinel#MgAl2O4,Structural change and morphological surface degradation upon electrochemical Li extraction from a single crystal of spinel-type LiNi$_{0.5}$Mn$_{1.5}$O$_4$
128421,F d -3 m Z,Cu Fe Cr0.5 Ni0.5 O4,Spinel#MgAl2O4,"Structural, dielectric and electrical properties of sol-gel auto-combustion technic of CuFeCr$_{0.5}$Ni$_{0.5}$O$_4$ ferrite"
131549,F d -3 m Z,Li Ni0.41 Mn1.59 O4,Spinel#MgAl2O4,A long cycle‐life high‐voltage spinel lithium‐ion battery electrode achieved by site‐selective doping
133343,F d -3 m Z,Zn0.985 V1.996 O4,Spinel#MgAl2O4,"Modulating the optical and magnetic properties of geometrically frustrated ZnV$_2$O$_4$ by the introduction of indium (nonmagnetic ions), iron, and chromium (magnetic ions)"
133344,F d -3 m Z,Zn0.996 V1.052 Fe0.954 O4,Spinel#MgAl2O4,"Modulating the optical and magnetic properties of geometrically frustrated ZnV$_2$O$_4$ by the introduction of indium (nonmagnetic ions), iron, and chromium (magnetic ions)"
133345,F d -3 m Z,Zn0.983 V1.034 Cr0.982 O4,Spinel#MgAl2O4,"Modulating the optical and magnetic properties of geometrically frustrated ZnV$_2$O$_4$ by the introduction of indium (nonmagnetic ions), iron, and chromium (magnetic ions)"
133346,F d -3 m Z,Zn1.009 V1.744 In0.226 O4,Spinel#MgAl2O4,"Modulating the optical and magnetic properties of geometrically frustrated ZnV$_2$O$_4$ by the introduction of indium (nonmagnetic ions), iron, and chromium (magnetic ions)"
133347,F d -3 m Z,Zn1.004 V1.508 In0.490 O4,Spinel#MgAl2O4,"Modulating the optical and magnetic properties of geometrically frustrated ZnV$_2$O$_4$ by the introduction of indium (nonmagnetic ions), iron, and chromium (magnetic ions)"
134307,F d -3 m Z,Al1.606 Mn1.394 O4,Spinel#MgAl2O4,Cation distribution and valence in synthetic Al–Mn–O and Fe–Mn–O spinels under varying f$_{O_2}$ conditions
134308,F d -3 m Z,Al1.358 Mn1.642 O4,Spinel#MgAl2O4,Cation distribution and valence in synthetic Al–Mn–O and Fe–Mn–O spinels under varying f$_{O_2}$ conditions
134309,F d -3 m Z,Al1.255 Mn1.745 O4,Spinel#MgAl2O4,Cation distribution and valence in synthetic Al–Mn–O and Fe–Mn–O spinels under varying f$_{O_2}$ conditions
134310,F d -3 m Z,Al1.238 Mn1.762 O4,Spinel#MgAl2O4,Cation distribution and valence in synthetic Al–Mn–O and Fe–Mn–O spinels under varying f$_{O_2}$ conditions
136037,F d -3 m Z,Li0.5 Ni0.91 Co0.03 Mn0.07 O2,Spinel#MgAl2O4,Sustainable lithium-metal battery achieved by a safe electrolyte based on recyclable and low-cost molecular sieve
136040,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,Solution combustion synthesis of single-phase bimetallic nanomaterials
137801,F d -3 m Z,Co2.90 Cu0.02 Mn0.03 Si0.02 O4,Spinel#MgAl2O4,"Guite, the spinel-structured Co$^{2+}$Co$^{3+}$$_2$O$_4$, a new mineral from the Sicomines copper–cobalt mine, Democratic Republic of Congo"
137844,F d -3 m S,Zn2 Ge O4,Spinel#MgAl2O4,Crystal structures of Zn$_2$GeO$_4$ cubic/tetragonal spinel and Zn$_2$SiO$_4$ modified spinel phases
138363,F d -3 m Z,Mn Ta2 N4,Spinel#MgAl2O4,MnTa\(_2\)N\(_4\). A ternary nitride spinel with a strong magnetic frustration
138401,F d -3 m Z,Li Ni0.416 Mn1.579 O4,Spinel#MgAl2O4,Influence of transition-metal order on the reaction mechanism of LNMO cathode spinel. An operando X-ray absorption spectroscopy study
139193,F d -3 m Z,Mg0.583 Fe0.418 Al0.158 Cr1.842 O4,Spinel#MgAl2O4,Relatively oxidized conditions for diamond formation at Udachnaya (Siberia)
141293,F d -3 m Z,Mg (Ga0.998 Mg0.498 Sn0.498 Mn0.006) O4,Spinel#MgAl2O4,A new co-substitution strategy as a model to study a rare-earth-free spinel-type phosphor with red emissions and Its application in light-emitting diodes
141313,F d -3 m Z,(Li0.024 V0.976) (Li0.976 V0.024 Mg) O3.988,Spinel#MgAl2O4,"Structure, magnetism, and electrochemistry of LiMg$_{1-x}$Zn$_x$VO$_4$ spinels with 0 ≤ x ≤ 1"
141314,F d -3 m Z,(Li0.024 V0.976) (Li0.976 V0.024 Mg0.75 Zn0.25) O3.988,Spinel#MgAl2O4,"Structure, magnetism, and electrochemistry of LiMg$_{1-x}$Zn$_x$VO$_4$ spinels with 0 ≤ x ≤ 1"
141315,F d -3 m Z,(Li0.022 V0.978) (Li0.978 V0.022 Mg0.5 Zn0.5) O3.988,Spinel#MgAl2O4,"Structure, magnetism, and electrochemistry of LiMg$_{1-x}$Zn$_x$VO$_4$ spinels with 0 ≤ x ≤ 1"
141316,F d -3 m Z,(Li0.040 V0.960) (Li0.960 V0.040 Mg0.25 Zn0.75) O3.980,Spinel#MgAl2O4,"Structure, magnetism, and electrochemistry of LiMg$_{1-x}$Zn$_x$VO$_4$ spinels with 0 ≤ x ≤ 1"
141317,F d -3 m Z,(Li0.048 V0.952) (Li0.952 V0.048 Mg0.1 Zn0.9) O3.976,Spinel#MgAl2O4,"Structure, magnetism, and electrochemistry of LiMg$_{1-x}$Zn$_x$VO$_4$ spinels with 0 ≤ x ≤ 1"
141318,F d -3 m Z,(Li0.042 V0.958) (Li0.948 V0.042 Zn) O3.980,Spinel#MgAl2O4,"Structure, magnetism, and electrochemistry of LiMg$_{1-x}$Zn$_x$VO$_4$ spinels with 0 ≤ x ≤ 1"
142164,F d -3 m Z,Li2 Mg Sn3 S8,Spinel#MgAl2O4,New compounds of the Li$_2$MSn$_3$S$_8$ type
142165,F d -3 m Z,Li2 Mn Sn3 S8,Spinel#MgAl2O4,New compounds of the Li$_2$MSn$_3$S$_8$ type
142166,F d -3 m Z,Li2 Ni Sn3 S8,Spinel#MgAl2O4,New compounds of the Li$_2$MSn$_3$S$_8$ type
142167,F d -3 m Z,Li2 Fe Sn3 S8,Spinel#MgAl2O4,New compounds of the Li$_2$MSn$_3$S$_8$ type
142495,F d -3 m Z,(Fe1.51 Mn0.48) (Mn0.118 Fe0.69 Zn0.2) O4,Spinel#MgAl2O4,Magnetic property enhancement of spinel Mn–Zn ferrite through atomic structure control
142496,F d -3 m Z,(Fe1.70 Mn0.29) (Mn0.310 Fe0.494 Zn0.2) O4,Spinel#MgAl2O4,Magnetic property enhancement of spinel Mn–Zn ferrite through atomic structure control
142499,F d -3 m Z,(Fe2.0 Mn0.0) (Mn0.6 Fe0.2 Zn0.2) O4,Spinel#MgAl2O4,Magnetic property enhancement of spinel Mn–Zn ferrite through atomic structure control
143273,F d -3 m Z,(Li0.835 Sn0.165) (Cu0.5 Sn1.5) S4,Spinel#MgAl2O4,Lithium thiostannate spinels. Air-stable cubic semiconductors
143274,F d -3 m Z,Li (Fe0.5 Sn1.5) S4,Spinel#MgAl2O4,Lithium thiostannate spinels. Air-stable cubic semiconductors
143275,F d -3 m Z,Li (Mg0.5 Sn1.5) S4,Spinel#MgAl2O4,Lithium thiostannate spinels. Air-stable cubic semiconductors
143276,F d -3 m Z,Li (Ni0.5 Sn1.5) S4,Spinel#MgAl2O4,Lithium thiostannate spinels. Air-stable cubic semiconductors
143277,F d -3 m Z,Li (Mn0.5 Sn1.5) S4,Spinel#MgAl2O4,Lithium thiostannate spinels. Air-stable cubic semiconductors
143278,F d -3 m Z,Li (Co0.5 Sn1.5) S4,Spinel#MgAl2O4,Lithium thiostannate spinels. Air-stable cubic semiconductors
144943,F d -3 m Z,Li0.26 Al5.49 O7.28 N0.72 H0.260,Spinel#MgAl2O4,Crystal structure and bond-valence investigation of nitrogen-stabilized LiAl\(_5\)O\(_8\) spinels
144944,F d -3 m Z,Li0.34 Al5.38 O7.52 N0.48 H0.260,Spinel#MgAl2O4,Crystal structure and bond-valence investigation of nitrogen-stabilized LiAl\(_5\)O\(_8\) spinels
144945,F d -3 m Z,Li0.48 Al5.25 O7.76 N0.24 H0.272,Spinel#MgAl2O4,Crystal structure and bond-valence investigation of nitrogen-stabilized LiAl\(_5\)O\(_8\) spinels
144946,F d -3 m Z,Mg0.84 Li0.58 Al4.58 O8,Spinel#MgAl2O4,Crystal structure and bond-valence investigation of nitrogen-stabilized LiAl\(_5\)O\(_8\) spinels
145312,F d -3 m Z,(Ni0.129 Mn0.844) (Ni0.2655 Mn0.7345)2 O4,Spinel#MgAl2O4,Influence of lattice defects on the high pressure properties of Ni$_{0.66}$Mn$_{2.34}$O$_4$ NTC ceramics
145378,F d -3 m S,Co Fe2 O4,Spinel#MgAl2O4,Influence of core-shell CoFe$_2$O$_4$-BaTiO$_3$ and CoFe$_2$O$_4$-Bi$_4$Ti$_3$O$_{12}$ on the magnetic properties
145911,F d -3 m Z,Mg0.6 Co0.2 Cu0.2 Fe Cr O4,Spinel#MgAl2O4,"Structural, magnetic, and dielectric properties for Mg$_{0.6}$Co$_{0.2}$Cu$_{0.2}$FeCrO$_4$ spinel ferrites prepared under different calcination temperatures"
145912,F d -3 m Z,Mg0.6 Co0.2 Cu0.2 Fe Cr O4,Spinel#MgAl2O4,"Structural, magnetic, and dielectric properties for Mg$_{0.6}$Co$_{0.2}$Cu$_{0.2}$FeCrO$_4$ spinel ferrites prepared under different calcination temperatures"
146372,F d -3 m S,Cd Fe2 O4,Spinel#MgAl2O4,High-pressure-stabilized post-spinel phase of CdFe\(_2\)O\(_4\) with distinct magnetism from its ambient-pressure spinel phase
147252,F d -3 m Z,Co3 O4,Spinel#MgAl2O4,Oxygen ion vacancies in strontium cobalt oxides: neutron and X-ray diffraction study
147260,F d -3 m Z,Co3 O4,Spinel#MgAl2O4,Oxygen ion vacancies in strontium cobalt oxides: neutron and X-ray diffraction study
148754,F d -3 m S,(Mg0.708 Co0.291) (Co0.888 Mg0.112)2 O4,Spinel#MgAl2O4,Structural and electronic properties of spinel type Mg$_{1+y}$Co$_{2-x-y}$Mn$_x$O$_4$ for cathode applications in magnesium rechargeable batteries
148755,F d -3 m S,(Mg0.663 Co0.084 Mn0.253) (Co0.776 Mn0.054 Mg0.171)2 O4,Spinel#MgAl2O4,Structural and electronic properties of spinel type Mg$_{1+y}$Co$_{2-x-y}$Mn$_x$O$_4$ for cathode applications in magnesium rechargeable batteries
148756,F d -3 m S,(Mg0.741 Co0.049 Mn0.210) (Co0.763 Mn0.084 Mg0.153)2 O4,Spinel#MgAl2O4,Structural and electronic properties of spinel type Mg$_{1+y}$Co$_{2-x-y}$Mn$_x$O$_4$ for cathode applications in magnesium rechargeable batteries
148757,F d -3 m S,(Mg0.718 Co0.041 Mn0.240) (Co0.697 Mn0.144 Mg0.159)2 O4,Spinel#MgAl2O4,Structural and electronic properties of spinel type Mg$_{1+y}$Co$_{2-x-y}$Mn$_x$O$_4$ for cathode applications in magnesium rechargeable batteries
148758,F d -3 m S,(Mg0.704 Co0.125 Mn0.171) (Co0.665 Mn0.194 Mg0.141)2 O4,Spinel#MgAl2O4,Structural and electronic properties of spinel type Mg$_{1+y}$Co$_{2-x-y}$Mn$_x$O$_4$ for cathode applications in magnesium rechargeable batteries
148759,F d -3 m S,(Mg0.698 Co0.123 Mn0.179) (Co0.647 Mn0.184 Mg0.169)2 O4,Spinel#MgAl2O4,Structural and electronic properties of spinel type Mg$_{1+y}$Co$_{2-x-y}$Mn$_x$O$_4$ for cathode applications in magnesium rechargeable batteries
148760,F d -3 m S,(Mg0.622 Co0.121 Mn0.257) (Co0.501 Mn0.113 Mg0.385)2 O4,Spinel#MgAl2O4,Structural and electronic properties of spinel type Mg$_{1+y}$Co$_{2-x-y}$Mn$_x$O$_4$ for cathode applications in magnesium rechargeable batteries
148761,F d -3 m S,(Mg0.762 Co0.011 Mn0.226) (Co0.474 Mn0.204 Mg0.321)2 O4,Spinel#MgAl2O4,Structural and electronic properties of spinel type Mg$_{1+y}$Co$_{2-x-y}$Mn$_x$O$_4$ for cathode applications in magnesium rechargeable batteries
148762,F d -3 m S,(Mg0.515 Co0.320 Mn0.166) (Co0.658 Mn0.097 Mg0.245)2 O4,Spinel#MgAl2O4,Structural and electronic properties of spinel type Mg$_{1+y}$Co$_{2-x-y}$Mn$_x$O$_4$ for cathode applications in magnesium rechargeable batteries
148764,F d -3 m S,(Mg0.521 Co0.453 Mn0.027) (Co0.561 Mn0.176 Mg0.263)2 O4,Spinel#MgAl2O4,Structural and electronic properties of spinel type Mg$_{1+y}$Co$_{2-x-y}$Mn$_x$O$_4$ for cathode applications in magnesium rechargeable batteries
148766,F d -3 m S,(Mg0.556 Co0.443 Mn0.001) (Co0.496 Mn0.264 Mg0.240)2 O4,Spinel#MgAl2O4,Structural and electronic properties of spinel type Mg$_{1+y}$Co$_{2-x-y}$Mn$_x$O$_4$ for cathode applications in magnesium rechargeable batteries
148768,F d -3 m S,(Mg0.670 Co0.164 Mn0.166) (Co0.549 Mn0.159 Mg0.292)2 O4,Spinel#MgAl2O4,Structural and electronic properties of spinel type Mg$_{1+y}$Co$_{2-x-y}$Mn$_x$O$_4$ for cathode applications in magnesium rechargeable batteries
148770,F d -3 m S,(Mg0.557 Co0.300 Mn0.143) (Co0.559 Mn0.202 Mg0.239)2 O4,Spinel#MgAl2O4,Structural and electronic properties of spinel type Mg$_{1+y}$Co$_{2-x-y}$Mn$_x$O$_4$ for cathode applications in magnesium rechargeable batteries
148772,F d -3 m S,(Mg0.686 Co0.120 Mn0.194) (Co0.501 Mn0.145 Mg0.354)2 O4,Spinel#MgAl2O4,Structural and electronic properties of spinel type Mg$_{1+y}$Co$_{2-x-y}$Mn$_x$O$_4$ for cathode applications in magnesium rechargeable batteries
149182,F d -3 m Z,Ni0.3 Cd0.7 Cr2 O4,Spinel#MgAl2O4,"Comprehensive investigation of structural, morphologic, optical, dielectric and electrical of Ni$_{0.3}$Cd$_{0.7}$Cr$_2$O$_4$ chromite to optoelectronic application"
150233,F d -3 m S,(Li0.965 Fe0.035) ((Li0.068 Fe0.077 Mn0.855)2 O4),Spinel#MgAl2O4,Computer modeling study of the lithium ion distribution in quaternary Li - Mn - Fe - O spinels
