CollectionCode,HMS,StructuredFormula,StructureType,Title
72024,F d -3 m S,(Mg0.22 Co0.78) (Mg0.46 Co1.54) O4,Spinel#MgAl2O4,On the cationic distribution in MgxCo3-xO4 spinels
72025,F d -3 m S,(Mg0.19 Co0.81) (Mg0.68 Co1.32) O4,Spinel#MgAl2O4,On the cationic distribution in MgxCo3-xO4 spinels
72026,F d -3 m S,(Mg0.20 Co0.80) (Mg0.73 Co1.27) O4,Spinel#MgAl2O4,On the cationic distribution in MgxCo3-xO4 spinels
73754,F d -3 m S,(Zn0.58 Co2.42) O4,Spinel#MgAl2O4,On the cationic distribution in zinc-cobalt oxide spinels
73755,F d -3 m S,(Zn0.69 Co2.31) O4,Spinel#MgAl2O4,On the cationic distribution in zinc-cobalt oxide spinels
73756,F d -3 m S,(Zn0.79 Co2.21) O4,Spinel#MgAl2O4,On the cationic distribution in zinc-cobalt oxide spinels
73757,F d -3 m S,(Zn0.96 Co2.04) O4,Spinel#MgAl2O4,On the cationic distribution in zinc-cobalt oxide spinels
73758,F d -3 m S,(Zn0.99 Co2.01) O4,Spinel#MgAl2O4,On the cationic distribution in zinc-cobalt oxide spinels
74405,F d -3 m S,Fe Sc2 S4,Spinel#MgAl2O4,Magnetic and structural properties of scandium chalcogenide spinelswith iron and manganese
74406,F d -3 m S,Mn Sc2 S4,Spinel#MgAl2O4,Magnetic and structural properties of scandium chalcogenide spinelswith iron and manganese
74407,F d -3 m S,Mn Sc2 Se4,Spinel#MgAl2O4,Magnetic and structural properties of scandium chalcogenide spinelswith iron and manganese
74476,F d -3 m Z,Ni Fe Ga O4,Spinel#MgAl2O4,X-ray and neutron diffraction studies of Ni Fe Ga O4 and Zn Fe Ga O4
74477,F d -3 m Z,Zn Fe Ga O4,Spinel#MgAl2O4,X-ray and neutron diffraction studies of Ni Fe Ga O4 and Zn Fe Ga O4
76051,F d -3 m S,Mg Tm2 Se4,Spinel#MgAl2O4,"Sur une nouvelle série de spinelles séléniés des terres rares, de l'yttrium et du scandium"
76052,F d -3 m S,Mg Y2 Se4,Spinel#MgAl2O4,"Sur une nouvelle série de spinelles séléniés des terres rares, de l'yttrium et du scandium"
76053,F d -3 m S,Mg Yb2 Se4,Spinel#MgAl2O4,"Sur une nouvelle série de spinelles séléniés des terres rares, de l'yttrium et du scandium"
76176,F d -3 m S,Fe2 Mg O4,Spinel#MgAl2O4,A neutron diffraction study of magnesium ferrite
76177,F d -3 m S,Fe Al Mg O4,Spinel#MgAl2O4,Neutron Diffraction Studies of Magnesium Ferrite-Aluminate Powders
76178,F d -3 m S,Zn Fe2 O4,Spinel#MgAl2O4,Neutron diffraction studies of zinc ferrite and nickel ferrite
76179,F d -3 m S,Ni Fe2 O4,Spinel#MgAl2O4,Neutron diffraction studies of zinc ferrite and nickel ferrite
76225,F d -3 m S,Mn Yb2 Se4,Spinel#MgAl2O4,"Sur une nouvelle série de spinelles séléniés des terres rares, de l'yttrium et du scandium"
76278,F d -3 m S,Zn Al2 S4,Spinel#MgAl2O4,Untersuchungen ueber ternaere Chalkogenide. IV. ueber die Struktur des Zn Al2 S4
76977,F d -3 m S,Al Fe2 O4,Spinel#MgAl2O4,Physical properties and cation arrangement of oxides with spinel structures. I. cation arrangement in spinels
76978,F d -3 m S,(Cu0.4 Zn0.6) Fe2 O4,Spinel#MgAl2O4,Physical properties and cation arrangement of oxides with spinel structures. I. cation arrangement in spinels
76979,F d -3 m S,Mg V2 O4,Spinel#MgAl2O4,Die Struktur der Magnesium- und Zink-Vanadinspinelle
76980,F d -3 m S,Mg2 V O4,Spinel#MgAl2O4,Die Struktur der Magnesium- und Zink-Vanadinspinelle
76981,F d -3 m S,Zn Fe2 O4,Spinel#MgAl2O4,X-ray investigation of the spinel phases in the system ZnO-Fe2O3
76982,F d -3 m S,Zn V2 O4,Spinel#MgAl2O4,Die Struktur der Magnesium- und Zink-Vanadinspinelle
77147,F d -3 m Z,Ni Mn2 O4,Spinel#MgAl2O4,"Structure and properties of stable spinels in the series Mx Ni Mn2-x O4 (M = Li, Fe)"
77148,F d -3 m Z,(Li0.5 Mn0.5) (Ni Mn) O4,Spinel#MgAl2O4,"Structure and properties of stable spinels in the series Mx Ni Mn2-x O4 (M = Li, Fe)"
77149,F d -3 m Z,Fe (Ni Mn) O4,Spinel#MgAl2O4,"Structure and properties of stable spinels in the series Mx Ni Mn2-x O4 (M = Li, Fe)"
77576,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Order-disorder phenomena in Mg Al2 O4 spinel
77577,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Order-disorder phenomena in Mg Al2 O4 spinel
77743,F d -3 m S,Co Al2 O4,Spinel#MgAl2O4,A synchrotron X-ray powder diffraction study of Co Al2 O4 and Co Ga2 O4 by PSD diffractometer technique
77744,F d -3 m S,Co Ga2 O4,Spinel#MgAl2O4,A synchrotron X-ray powder diffraction study of Co Al2 O4 and Co Ga2 O4 by PSD diffractometer technique
78561,F d -3 m Z,Li Co V O4,Spinel#MgAl2O4,"Structure and magnetic properties of Li M V O4 (M=Co, Ni, Cu) spinels"
81205,F d -3 m S,(Zn0.99 Fe0.01) (Fe1.99 Zn0.01) O4,Spinel#MgAl2O4,An improved X-ray structural analysis for determining cation distribution in Zn Fe2 O4 and Zn Fe2 O4 - Fe3 O4 solid solutions
81206,F d -3 m S,(Zn0.664 Fe0.336) (Fe1.934 Zn0.066) O4,Spinel#MgAl2O4,An improved X-ray structural analysis for determining cation distribution in Zn Fe2 O4 and Zn Fe2 O4 - Fe3 O4 solid solutions
81207,F d -3 m S,(Zn0.54 Fe0.46) Fe2 O4,Spinel#MgAl2O4,An improved X-ray structural analysis for determining cation distribution in Zn Fe2 O4 and Zn Fe2 O4 - Fe3 O4 solid solutions
81208,F d -3 m S,(Zn0.35 Fe0.65) Fe2 O4,Spinel#MgAl2O4,An improved X-ray structural analysis for determining cation distribution in Zn Fe2 O4 and Zn Fe2 O4 - Fe3 O4 solid solutions
81329,F d -3 m Z,Li Ti2 O4,Spinel#MgAl2O4,"Structural, electronic and magnetic properties as a function of bandfilling in the superconducting system Li1-x Mgx Ti2 O4"
81330,F d -3 m Z,(Li0.95 Mg0.01 Ti0.04) (Mg0.04 Ti1.96) O4,Spinel#MgAl2O4,"Structural, electronic and magnetic properties as a function of bandfilling in the superconducting system Li1-x Mgx Ti2 O4"
81331,F d -3 m Z,(Li0.9 Ti0.1) (Mg0.1 Ti1.9) O4,Spinel#MgAl2O4,"Structural, electronic and magnetic properties as a function of bandfilling in the superconducting system Li1-x Mgx Ti2 O4"
81332,F d -3 m Z,(Li0.8 Mg0.08 Ti0.12) (Mg0.12 Ti1.88) O4,Spinel#MgAl2O4,"Structural, electronic and magnetic properties as a function of bandfilling in the superconducting system Li1-x Mgx Ti2 O4"
81333,F d -3 m Z,(Li0.7 Mg0.14 Ti0.16) (Mg0.16 Ti1.84) O4,Spinel#MgAl2O4,"Structural, electronic and magnetic properties as a function of bandfilling in the superconducting system Li1-x Mgx Ti2 O4"
81334,F d -3 m Z,(Li0.5 Mg0.36 Ti0.14) (Mg0.14 Ti1.86) O4,Spinel#MgAl2O4,"Structural, electronic and magnetic properties as a function of bandfilling in the superconducting system Li1-x Mgx Ti2 O4"
82234,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,On the crystallographic and magnetic structures of nearly stoichiometric iron monoxide
82237,F d -3 m Z,Fe3 O4,Spinel#MgAl2O4,On the crystallographic and magnetic structures of nearly stoichiometric iron monoxide
82252,F d -3 m Z,Li ((Cr0.9 Al0.1) Ti O4),Spinel#MgAl2O4,Preparation and magnetic properties of Li Cr1-x Alx Ti O4 (0<x<0.4)
82253,F d -3 m Z,Li ((Cr0.8 Al0.2) Ti O4),Spinel#MgAl2O4,Preparation and magnetic properties of Li Cr1-x Alx Ti O4 (0<x<0.4)
82254,F d -3 m Z,Li ((Cr0.6 Al0.4) Ti O4),Spinel#MgAl2O4,Preparation and magnetic properties of Li Cr1-x Alx Ti O4 (0<x<0.4)
84889,F d -3 m Z,Li (Mn2 O4),Spinel#MgAl2O4,The Cr-substituted spinel Mn oxides Li Cry Mn2-y O4 (0<y<1): Rietveld analysis of the structure modifications induced by the electrochemical lithium deintercalation
84891,F d -3 m Z,(Li0.961 Mn0.039) Mn1.961 O4,Spinel#MgAl2O4,The Cr-substituted spinel Mn oxides Li Cry Mn2-y O4 (0<y<1): Rietveld analysis of the structure modifications induced by the electrochemical lithium deintercalation
84892,F d -3 m Z,(Li0.995 Cr0.005) (Mn1.75 Cr0.245) O4,Spinel#MgAl2O4,The Cr-substituted spinel Mn oxides Li Cry Mn2-y O4 (0<y<1): Rietveld analysis of the structure modifications induced by the electrochemical lithium deintercalation
84896,F d -3 m Z,(Li0.979 Cr0.021) (Mn1.75 Cr0.229) O4,Spinel#MgAl2O4,The Cr-substituted spinel Mn oxides Li Cry Mn2-y O4 (0<y<1): Rietveld analysis of the structure modifications induced by the electrochemical lithium deintercalation
84897,F d -3 m Z,(Li0.974 Cr0.026) (Mn1.75 Cr0.224) O4,Spinel#MgAl2O4,The Cr-substituted spinel Mn oxides Li Cry Mn2-y O4 (0<y<1): Rietveld analysis of the structure modifications induced by the electrochemical lithium deintercalation
84901,F d -3 m Z,(Li0.963 Cr0.037) (Mn1.5 Cr0.463) O4,Spinel#MgAl2O4,The Cr-substituted spinel Mn oxides Li Cry Mn2-y O4 (0<y<1): Rietveld analysis of the structure modifications induced by the electrochemical lithium deintercalation
84902,F d -3 m Z,(Li0.995 Cr0.005) (Mn1.25 Cr0.745) O4,Spinel#MgAl2O4,The Cr-substituted spinel Mn oxides Li Cry Mn2-y O4 (0<y<1): Rietveld analysis of the structure modifications induced by the electrochemical lithium deintercalation
84977,F d -3 m Z,(In7.28 Fe0.72) (In8.72 Fe7.28) S32,Spinel#MgAl2O4,Structural and local environment modifications in a chemically lithiated iron thiospinel
85040,F d -3 m Z,Zn (Cr1.94 In0.06) Se4,Spinel#MgAl2O4,Einkristalle des Systems Zn1-x In2/3(1-x) Cr2-y Iny Se4
85196,F d -3 m Z,Zn Cr2 S4,Spinel#MgAl2O4,On the amorphisation of Zn Cr2 S4 spinel under high pressure: X-ray diffraction studies
85197,F d -3 m Z,Zn Cr2 S4,Spinel#MgAl2O4,On the amorphisation of Zn Cr2 S4 spinel under high pressure: X-ray diffraction studies
85198,F d -3 m Z,Zn Cr2 S4,Spinel#MgAl2O4,On the amorphisation of Zn Cr2 S4 spinel under high pressure: X-ray diffraction studies
85199,F d -3 m Z,Zn Cr2 S4,Spinel#MgAl2O4,On the amorphisation of Zn Cr2 S4 spinel under high pressure: X-ray diffraction studies
85341,F d -3 m S,Li Mn2 O4,Spinel#MgAl2O4,Synthesis and crystal structure refinement of Li Mn(2-d) Ti(d) O4
85342,F d -3 m S,Li (Mn0.95 Ti0.05)2 O4,Spinel#MgAl2O4,Synthesis and crystal structure refinement of Li Mn(2-d) Ti(d) O4
85343,F d -3 m S,Li (Mn0.90 Ti0.10)2 O4,Spinel#MgAl2O4,Synthesis and crystal structure refinement of Li Mn(2-d) Ti(d) O4
85344,F d -3 m S,Li (Mn0.80 Ti0.20)2 O4,Spinel#MgAl2O4,Synthesis and crystal structure refinement of Li Mn(2-d) Ti(d) O4
85345,F d -3 m S,Li Mn2 O4,Spinel#MgAl2O4,Synthesis and crystal structure refinement of Li Mn(2-d) Ti(d) O4
85346,F d -3 m S,Li (Mn0.95 Ti0.05)2 O4,Spinel#MgAl2O4,Synthesis and crystal structure refinement of Li Mn(2-d) Ti(d) O4
85347,F d -3 m S,Li (Mn0.9 Ti0.1)2 O4,Spinel#MgAl2O4,Synthesis and crystal structure refinement of Li Mn(2-d) Ti(d) O4
85348,F d -3 m S,Li (Mn0.8 Ti0.2)2 O4,Spinel#MgAl2O4,Synthesis and crystal structure refinement of Li Mn(2-d) Ti(d) O4
85399,F d -3 m S,(Li0.982 Mn0.018) Mn2 O4,Spinel#MgAl2O4,Structure analysis of some Li-metal double oxides
85400,F d -3 m S,(Li0.989 Mn0.011) (Mn0.876 Li0.124)2 O4,Spinel#MgAl2O4,Structure analysis of some Li-metal double oxides
85401,F d -3 m S,(Li0.991 Mn0.009) (Mn0.815 Li0.185)2 O4,Spinel#MgAl2O4,Structure analysis of some Li-metal double oxides
85402,F d -3 m S,Li0.979 (Mn0.813 Li0.187)2 O4,Spinel#MgAl2O4,Structure analysis of some Li-metal double oxides
85866,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,Synthesis of nanocrystalline zinc ferrite powders from sulphuric pickling waste water
85867,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,Synthesis of nanocrystalline zinc ferrite powders from sulphuric pickling waste water
85868,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,Synthesis of nanocrystalline zinc ferrite powders from sulphuric pickling waste water
85869,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,Synthesis of nanocrystalline zinc ferrite powders from sulphuric pickling waste water
87417,F d -3 m Z,(Mg0.146 Fe0.854) (Fe0.573 Mg0.427)2 O4,Spinel#MgAl2O4,Estimation of inversion parameter of magnesioferrite by Rietveld refinement method
87418,F d -3 m Z,(Mg0.106 Fe0.894) (Fe0.553 Mg0.447)2 O4,Spinel#MgAl2O4,Estimation of inversion parameter of magnesioferrite by Rietveld refinement method
87419,F d -3 m Z,(Mg0.106 Fe0.894) (Fe0.553 Mg0.447)2 O4,Spinel#MgAl2O4,Estimation of inversion parameter of magnesioferrite by Rietveld refinement method
91898,F d -3 m Z,(Mg1.84 Si0.05) (Si0.93 Mg0.05) H0.3 O4,Spinel#MgAl2O4,"Structure and cation disorder of hydrous ringwoodite, gamma-(Mg1.89 Si0.98 H0.30 O4)"
91929,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
91930,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
91931,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
91932,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
91933,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
