Compositions,a,b,c,angle_a,angle_b,angle_c,energy,volume,steps,conv,force_conv,force
AgGd2Se4,11.872878980533343,11.872878980533777,11.87287898053217,89.99999999999964,90.0,90.00000000000001,-437.2651198581272,1673.6634164751988,200,pass,pass,0.0188203932697564
AgGe2Se4,7.49134168300781,7.486804747815572,7.488444571144786,89.99975747960188,90.00011865318952,90.00049975123297,-1523117.2989147883,419.9984933401778,600,pass,fail,297857.29559357936
AgHf2Se4,6.435869993805628,6.216855597021541,6.261084387067408,89.92641609222456,90.1113802879091,90.16123505382784,-7308266.643719178,250.50979089344477,600,pass,fail,5778720.278186806
AgHo2Se4,11.755665796223129,11.75566579622263,11.75566579622416,89.99999999999979,90.0,90.0,-285.39966307788194,1624.5822087240706,197,pass,pass,0.0286132252097234
AgIn2Se4,11.480105489100122,11.480105489101428,11.480105489099255,90.00000000000051,89.99999999999997,89.99999999999999,-200.70791637568317,1512.9954997354073,186,pass,pass,0.0202122523501885
AgIr2Se4,8.15182088165907,8.151820881658443,8.151820881659189,90.00000000000031,90.0,90.0,-47.30620848945961,541.7062986086675,73,pass,pass,0.0495883066909128
AgLa2Se4,12.211230720657367,12.2112307208077,12.211230720846851,89.99999999814888,89.99999999983969,90.00000000005609,-293.2352473537972,1820.8673591796864,227,pass,pass,0.0316296433288159
AgLu2Se4,7.779745600488377,7.7797456004887104,7.779745600488377,90.00000000000065,90.0,90.0,-101.7646010812962,470.86475832435,76,pass,pass,0.0494946917623175
AgMn2Se4,10.746716682022464,10.74671668202248,10.746716682022337,90.00000000000003,90.0,90.0,-299.002087395502,1241.1589373239608,147,pass,pass,0.0456191383189249
AgMo2Se4,10.846626922667966,10.846626981351331,10.846626698011423,90.00000017051697,90.0000000592956,89.99999988223335,-323.0987022305241,1276.09821448886,214,pass,pass,0.0294122162416839
AgNb2Se4,8.10033196808487,8.108546480449546,8.085234936638578,89.9664267448866,90.03441101315025,90.0715461605041,-556.4124440863322,531.0531395578313,600,pass,pass,22.735955744967917
AgNd2Se4,12.093279865059468,12.093279865059632,12.093279865059328,89.99999999999878,89.99999999999982,89.99999999999982,-286.20675434126025,1768.6109541423464,207,pass,pass,0.0413531702718235
AgNi2Se4,8.296830207778637,8.296830207778962,8.296830207779076,89.99999999999959,90.0,90.0,-69.29889440702001,571.1321491946251,51,pass,pass,0.0410886556248393
AgOs2Se4,8.67268167895862,8.672681678958458,8.672681678958652,90.00000000000311,90.00000000000001,90.00000000000003,-95.5375668173502,652.3192866400602,110,pass,pass,0.0341622094811308
AgP2Se4,7.601287381779804,7.601287381779989,7.601287381780173,90.00000000000026,90.0,90.00000000000001,-444.9853323464637,439.1991153045922,53,pass,pass,0.0189512213952398
AgPb2Se4,8.08508845321576,8.085088453216061,8.085088453215976,90.00000000000037,90.0,90.0,-455.0071669637241,528.5113601385748,71,pass,pass,0.0381249474345322
AgPd2Se4,8.47026123431667,8.470261234316757,8.470261234316778,89.99999999999956,90.0,90.0,-58.62563585110982,607.7016482890618,90,pass,pass,0.0434009983039658
AgPr2Se4,8.877473475689044,8.848198827394526,8.8351392442591,90.00925372861043,89.9976275755966,89.70191383710393,-14509.121963137784,693.9876970313719,600,pass,pass,982.3144525083896
AgPt2Se4,8.316315735882418,8.31631573588182,8.31631573588263,89.9999999999993,90.0,90.0,-173.3333074287616,575.1656059387053,269,pass,pass,0.0494736435241427
AgRe2Se4,7.827938245939234,7.827938324259673,7.827938325473489,89.99999638915791,90.00000003377227,90.00000006353751,-4801.060445647761,479.6695848954204,600,pass,pass,719.0544943846229
AgRh2Se4,7.459177407546653,7.459177407546763,7.459177407546675,89.99999999963413,89.99999999927083,89.9999999995271,-3527.0462605505013,415.0236153845345,123,pass,pass,0.0320523011735331
AgRu2Se4,8.549453496193829,8.549453496194143,8.549453496194127,89.99999999999791,90.0,89.99999999999999,-60.32456961813856,624.9065302772027,74,pass,pass,0.0226348999860367
AgSb2Se4,7.411521434748422,7.411521434748201,7.411521434748328,89.99999999999719,90.00000000000001,90.0,-55596.34407890142,407.1196897346312,600,pass,pass,22.309145986468963
AgSc2Se4,7.168712549931032,7.168712549930201,7.168712549931676,89.99999999999865,90.0,90.0,-2296.559642806248,368.4032894757252,600,pass,pass,15.069123102631252
AgSi2Se4,7.651170891181302,7.651170891180699,7.651170891181188,90.00000000000081,90.0,90.0,-354.7532774993424,447.9027269031686,78,pass,pass,0.024382984969379
AgSm2Se4,8.115805037298804,8.115805037298662,8.115805037298625,89.99999999999996,90.0,90.0,111.57531883817114,534.5579795602455,38,pass,pass,0.0411989564078968
AgSn2Se4,7.532565329793905,7.532565329793117,7.532565329793451,90.00000000000087,90.0,90.0,-2377.8049886500094,427.3942952040597,600,pass,pass,0.1293678323925038
AgSr2Se4,7.622162908731771,7.622162908732029,7.622162908731812,89.99999999999946,90.0,90.0,-24.674728795905395,442.827598946493,78,pass,pass,0.044565360261873
AgTa2Se4,7.86875550546898,7.868755505469037,7.86875550546898,89.99999999999896,90.0,90.0,69.62788999009786,487.212199164501,65,pass,pass,0.0464562752228773
AgTb2Se4,7.129031215471994,7.129031217845903,7.129031215847718,90.00000012355778,89.99999999264065,89.99999989356893,-3396.879607913226,362.31936720776497,600,pass,pass,285.3234504216369
AgTc2Se4,10.66810621687688,10.66810621687756,10.668106216877463,89.99999999999919,89.99999999999999,89.99999999999999,-317.97250016955866,1214.1210624182634,149,pass,pass,0.0349763848857873
AgTe2Se4,11.74816033311883,11.748160362574293,11.748160368082011,89.99999998726429,89.99999999901429,89.99999999566009,-183.03788572408752,1621.472536157636,239,pass,pass,0.0244329924466686
AgTi2Se4,8.209135419104664,8.20913541910494,8.209135419104873,89.99999999999929,90.0,90.0,-283.94027991051775,553.2128505189322,209,pass,pass,0.0382746830515306
AgTl2Se4,7.823717031639221,7.823717031638386,7.823717031639105,89.99999999999989,90.00000000000001,90.00000000000001,-2135.536005808576,478.89400839910616,600,pass,pass,311.56499343977526
AgTm2Se4,11.650041237398662,11.650041237400234,11.650041237399863,90.00000000000026,90.00000000000001,90.0,-283.8053451608271,1581.1839155883306,187,pass,pass,0.0320616243542351
AgV2Se4,8.503535128350551,8.503535128350114,8.503535128350377,89.99999999999737,90.00000000000004,90.00000000000003,-40.64085180847542,614.891557790994,62,pass,pass,0.0177392790978193
AgW2Se4,8.369935592942198,8.369935592941697,8.369935592944172,90.0000000000017,90.0,90.0,54.34635815976526,586.3627166278433,94,pass,pass,0.0405519674307979
AgY2Se4,7.909740155192902,7.909740155193309,7.909740155194134,90.00000000000114,90.0,90.0,-165.2467540760044,494.86489861469374,600,pass,pass,14.660856307716944
AgYb2Se4,6.7533197308409525,6.752569091620032,6.751979870173249,89.90713578149703,89.95869015325722,89.95772897932096,-2443878658.5383577,307.90496060578033,600,pass,fail,404060386.9000529
AgZn2Se4,7.846413751775183,7.846413751775174,7.846413751775176,89.99999999999952,90.0,90.0,-94.77776331556898,483.0739470908776,40,pass,pass,0.0499574514445982
AgZr2Se4,7.382042552992066,7.382042552993402,7.382042552992703,90.00000000000018,90.00000000000006,90.00000000000003,-942127.2265353044,402.2811036467554,600,pass,fail,19428.66698623984
AlAg2Se4,7.5576508369544255,7.5576516074675615,7.55765129816327,90.00008497333596,89.9999583160469,90.00017121584054,-5183.351521865557,431.67862212409966,600,pass,pass,214.757637399716
AlAs2Se4,7.965209315791484,7.965219770026327,7.965220131944415,89.99935484859321,90.00017958832483,89.99954532630787,-158951116571608.47,505.3505453634461,600,pass,fail,19478023253515.883
AlAu2Se4,8.269949304461466,8.269949304461564,8.269949304462227,89.99999999999997,90.0,89.99999999999997,-29.01766135542576,565.5988814191293,100,pass,pass,0.0407349319311855
AlB2Se4,6.723113631178819,6.723113631178658,6.723113631178905,90.00000000000114,90.00000000000009,89.99999999999993,-9164.404283931544,303.8864632819934,600,pass,pass,332.7560046126899
AlBi2Se4,11.764832215644992,11.764832215645512,11.76483221564479,89.99999999999454,89.99999999999706,89.99999999999787,-230.0550807004599,1628.3854513909002,195,pass,pass,0.0447857909575334
AlCe2Se4,6.4439129818757,6.443912981913162,6.443912981905151,90.00000091941166,89.99999985598932,89.99999995127277,-21023964.638580143,267.5771362148247,600,pass,fail,1213815.6505115558
AlCo2Se4,7.996961541438859,7.996961541439041,7.996961541438878,90.00000000000188,90.00000000000001,90.0,-708.3551984111714,511.4168375017522,101,pass,pass,0.0442879470918617
AlCr2Se4,7.939803827320684,7.939790847542008,7.939799298757783,90.00047763194623,90.00012396730988,90.0006514774572,-162041876000554.34,500.52797883610367,600,pass,fail,25145715001908.484
AlCu2Se4,10.463253915012752,10.463253915013372,10.463253915012356,89.99999999999984,90.00000000000001,90.0,-221.5553717930743,1145.51371642818,131,pass,pass,0.0161060083545037
AlDy2Se4,8.237463087703828,8.237463087703635,8.237463087703782,90.00000000000006,90.0,90.0,86.9894785885574,558.9596323107362,56,pass,pass,0.0371997671944053
AlEr2Se4,8.796044911039017,8.79604491103887,8.796044911039132,89.99999999999977,90.0,90.0,-36.18515956992002,680.5535666387511,58,pass,pass,0.0081684534835396
AlEu2Se4,8.047067082360936,8.047062491585553,8.047043853386045,89.99948031413011,89.99976138727602,90.00004864632209,-149434938646065.72,521.0883500260543,600,pass,fail,11841104865439.455
AlFe2Se4,7.740350289214303,7.740350289214303,7.740350289214257,89.99999999999977,90.0,90.0,-230.00564261199625,463.7477818075975,33,pass,pass,0.010412756621535
AlGa2Se4,7.789256033059201,7.789256033059353,7.789256033059249,90.00000000000007,89.99999999999997,89.99999999999999,-97.32789487691888,472.593711041891,58,pass,pass,0.0433211206892178
AlGd2Se4,11.620021499259495,11.620021499259993,11.620021499258035,90.00000000005754,89.99999999996702,89.99999999994169,-451.91047215132846,1568.9922367898248,187,pass,pass,0.0424391182287429
AlGe2Se4,8.280909170671908,8.280909170671759,8.280909170671785,90.00000000000233,90.00000000000215,90.00000000000047,-208.24501311659745,567.8505663930398,57,pass,pass,0.0329453450574369
AlHf2Se4,6.202676100600571,5.988158382791481,6.16831187031338,91.23431219568154,87.95517308608349,81.57067757258527,-5753529.272986028,226.40485594281708,600,pass,fail,696618.1621739948
AlHo2Se4,7.608218804545167,7.608218804544827,7.608218804544679,90.00000000000078,90.0,90.0,-82.2193400876944,440.4016951181663,112,pass,pass,0.0380487495569016
AlIn2Se4,11.352913885136484,11.352913885137747,11.352913885137252,89.9999999999754,90.00000000000676,90.00000000000561,-217.82339198527268,1463.2617860382272,176,pass,pass,0.0444584515903302
AlIr2Se4,10.673248218238522,10.67324821884224,10.673248218368323,90.00000000039056,90.00000000003797,90.00000000007552,-304.86098384929966,1215.8775190730858,149,pass,pass,0.0236983778738612
AlLa2Se4,7.977216568839522,7.977216568839805,7.977216568839732,90.00000000000007,90.0,90.0,-151.27919540431512,507.6380274243387,52,pass,pass,0.0260661276780919
AlLu2Se4,11.38738819854687,11.387388198548326,11.38738819854647,89.99999999999973,90.00000000000001,90.0,-297.3177246308576,1476.6323486113145,175,pass,pass,0.0123267118314353
AlMn2Se4,8.145308060723304,8.145319884345847,8.145322163565101,89.9999125002017,89.99960108327092,90.00037680170541,-163654805557573.22,540.4106822306559,600,pass,fail,18418019733327.24
AlMo2Se4,8.1244174071731,8.124424511607033,8.124428931561646,90.00032502906558,89.99966379822813,89.99977609316653,-153169656774660.94,536.2628103049759,600,pass,fail,154104805049412.28
AlNb2Se4,7.964720704592738,7.96472070459276,7.964720704592632,89.9999999999994,90.0,90.0,-1328.2046407777652,505.25620246060384,54,pass,pass,0.0177633123617726
AlNd2Se4,11.837034693906103,11.837034693905943,11.837034693908702,90.00000000000023,89.99999999999979,90.00000000000016,-300.5898188744344,1658.5507366611878,195,pass,pass,0.0236984768757013
AlNi2Se4,7.636912189472492,7.636886500491776,7.636879147541707,89.99950300733822,89.99881370161722,90.00019074907694,-27620004042958.68,445.3998342693357,600,pass,fail,10805844569307.814
AlOs2Se4,8.125667540633842,8.125661402882383,8.125669725984604,90.00009902179958,89.99993218059075,89.99963187875741,-180563585350012.62,536.5089073480839,600,pass,fail,29264739619869.72
AlP2Se4,7.823841166073135,7.823844988351122,7.823851362302681,90.00073518749474,90.0009859974692,90.00012381269183,-148333225002151.28,478.9176617676957,600,pass,fail,15876310069454.682
AlPb2Se4,8.04168610586709,8.041686105866777,8.041686105867084,90.00000000000138,90.0,90.0,-633.8333114512534,520.0455103198535,61,pass,pass,0.0296626493633715
AlPd2Se4,10.702660442196722,10.702660442195311,10.702660442195716,89.99999999999723,90.00000000000004,90.0,-251.1843626560497,1225.9570093021416,150,pass,pass,0.02880967048855
AlPr2Se4,7.861045691388344,7.891705118758714,7.861185991055492,90.01255855902924,90.03658475524551,89.98290926358219,-46792450.778248414,487.6846911221579,600,pass,fail,52776194.59288846
AlPt2Se4,8.273901966220624,8.273901966220189,8.27390196622058,89.9999999999955,89.99999999999751,90.00000000000553,-272.8333776306641,566.4102611566626,223,pass,pass,0.0467387508235888
AlRe2Se4,7.832547065307271,7.8325470653077724,7.83254706530767,90.00000000000077,90.0,90.0,-6565936049.776963,480.5173127255845,600,pass,fail,38955857.47778421
AlRh2Se4,7.473091375761219,7.473091375761406,7.473091375760926,90.0000000000005,89.99999999999994,89.99999999999989,-2799.19580245757,417.35044184217753,147,pass,pass,0.0373192923257381
AlRu2Se4,10.638615218548114,10.638615218548242,10.63861521854938,90.0000000000054,89.99999999999996,90.0000000000001,-312.76215386381284,1204.0798935451562,148,pass,pass,0.0349972322931415
AlSb2Se4,7.921537675494312,7.921537675495272,7.921537675495581,90.0000000000005,90.00000000000003,89.99999999999942,-31544.85126869214,497.08250272738985,600,pass,fail,3078.103291191582
AlSc2Se4,7.228069956481447,7.228069956481443,7.228069956481582,89.99999999837384,89.99999999983476,89.99999999994408,-863.4691663315903,377.630480874019,89,pass,pass,0.0342364909231646
AlSi2Se4,7.5688646317077,7.568864631707166,7.568864631706913,89.99999999999892,90.0,90.00000000000001,-1029.8127228134852,433.60293577367946,600,pass,pass,93.3487974897979
AlSm2Se4,11.729765094874129,11.729765094875882,11.729765094877244,90.00000000000279,90.00000000000003,89.99999999999997,-300.1099469685027,1613.8677551099745,191,pass,pass,0.0389424073377781
AlSn2Se4,7.390980538022939,7.39179784126622,7.390849833235269,90.00009762183275,89.99993457612142,90.00001197231941,-5006.15909917114,403.7815937822846,600,pass,pass,371.61375539419737
AlTa2Se4,7.480379042702819,7.478932016118501,7.478760404135857,90.01701053151265,90.02762392037181,89.99576765484888,-2597956310.52365,418.4010247365729,600,pass,fail,5079894875.199877
AlTb2Se4,7.718726781820058,7.718726781820041,7.718726781820396,90.0,90.0,90.0,-91.09006414477096,459.87204024314656,67,pass,pass,0.0391484316507176
AlTc2Se4,8.038336817349595,8.03833244495187,8.038335002476016,89.99995528295986,90.00049580490476,90.00009360348409,-174855346221018.44,519.395598542838,600,pass,fail,28239313466017.184
AlTe2Se4,8.098849278821383,8.098831605036747,8.098848282003763,90.00019213378751,90.00026154083784,89.99981534661946,-166007836847885.9,531.2133110846337,600,pass,fail,25803095642094.95
AlTi2Se4,8.32386388891536,8.323863886025087,8.323863887980123,89.99999984872787,89.99999999936621,90.00000005924664,-352.407949979294,576.7331434285464,80,pass,pass,0.0467619271806476
AlTl2Se4,7.498821790687988,7.498821790688651,7.498821790688462,89.99999999999825,90.0,90.0,-11097.999730583384,421.6762084110124,600,pass,fail,1164.0089932672329
AlTm2Se4,8.658656781188762,8.658980708636637,8.65876096213486,90.00117511864542,90.00309068958245,89.99852465847292,-26955308727640.598,649.1918316524497,600,pass,fail,7239077951669.0205
AlV2Se4,8.260848453390217,8.260854716419928,8.260852402164469,89.9995533715599,90.00021296649633,89.99993750392153,-175827425452215.12,563.7343545035106,600,pass,fail,16618163685806.646
AlW2Se4,10.681914821282827,10.681914821282,10.681914821285298,89.99999999999905,90.0,89.99999999999999,-359.2371546088344,1218.8417768164393,153,pass,pass,0.0096786480228469
AlY2Se4,7.952264741244339,7.95226474124412,7.952264741243525,89.99999999999906,90.0,90.0,-120.1909428700924,502.88940926494826,600,pass,pass,5.750207611321501
AlYb2Se4,11.499865075352009,11.49986507535375,11.49986507535336,89.99999999997323,90.00000000000468,89.9999999999994,-240.1412001784347,1520.821469274376,178,pass,pass,0.0496664386738736
AlZn2Se4,7.482506496229754,7.482506496229417,7.482506496229663,90.00000000000011,89.99999999999999,89.99999999999994,-432.2494460009208,418.9298513955064,69,pass,pass,0.048487357681773
AlZr2Se4,11.209154997947977,11.209154997944392,11.20915499794587,89.99999999999925,90.00000000000006,90.00000000000009,-337.2251247130007,1408.376025744363,166,pass,pass,0.022106677304796
AsAg2Se4,7.683579767766304,7.683579767766157,7.68357976776595,90.00000000000092,89.99999999999999,90.00000000000003,-10455.040807475096,453.6185571802886,600,pass,fail,1475.0731973743011
AsAl2Se4,7.6318900109870205,7.631890011011729,7.631890011111559,90.00000000209269,89.99999999988889,90.0000000031953,-4452.606853661674,444.52512052365455,600,pass,pass,891.2538769926332
AsAs2Se4,11.360982139739091,11.36098213973898,11.360982139738494,89.99999999999423,90.0,90.0,-221.50707612814355,1466.3837230957936,176,pass,pass,0.0499218699838161
AsAu2Se4,11.118369954864503,11.118369951395694,11.118369951090674,89.99999998815318,90.00000000039057,89.99999999867845,-197.48927873733064,1374.4323289798326,185,pass,pass,0.0289931947481138
AsB2Se4,7.296180436164479,7.299092877596874,7.290717131083869,89.99263535328174,89.99265416286505,90.00025405067768,-28104444702447.098,388.2707699679573,600,pass,fail,76825551520555.2
AsBa2Se4,12.491307867991791,12.49130786800342,12.491307868004698,89.99999999999312,89.99999999999999,90.00000000000001,-238.34327635954892,1949.0533957117184,229,pass,pass,0.0190236000875546
AsBe2Se4,7.52129799643789,7.5211661438427,7.521034138829997,89.99942590970107,90.00043228784165,89.99842865287359,-454911739.3909314,425.4568674367022,600,pass,fail,1112644386.0439458
AsBi2Se4,12.07418457198385,12.074184571982808,12.074184571983997,90.00000000000006,89.99999999999957,89.99999999999983,-218.800308475693,1760.246263986546,228,pass,pass,0.0443547356571694
AsCa2Se4,7.315671102809887,7.315671102810005,7.315671102809604,90.00000000000038,90.00000000000001,90.00000000000001,-2519.624306993989,391.5277213326172,163,pass,pass,0.0489043553880312
AsCd2Se4,7.478584370438644,7.478584370438717,7.478584370438502,89.99999999999962,90.0,89.99999999999999,-5475.705318870159,418.27142184644856,600,pass,pass,716.734068861464
AsCe2Se4,6.89168011097972,6.893273628798859,6.906311025279109,90.01312619574712,89.98243960170606,89.98261363725814,-684520025.9703224,328.0928076222692,600,pass,fail,342314943.4344576
AsCo2Se4,10.298383188772844,10.29838318877324,10.298383188773624,90.00000000000004,90.0,90.0,-273.44338068115985,1092.2124982616588,125,pass,pass,0.0078443191032295
AsCr2Se4,10.83461117538117,10.834611175380926,10.83461117538206,90.00000000000006,89.99999999999997,90.00000000000001,-320.2467283194713,1271.861996995484,148,pass,pass,0.0246818571962098
AsCu2Se4,10.570531863215775,10.570531863215354,10.570531863215775,90.00000000000043,90.0,90.00000000000001,-217.29014913258072,1181.1104690639693,137,pass,pass,0.0318476470096641
AsDy2Se4,7.947489769523817,7.947489769523817,7.947489769524014,90.00000000000328,90.00000000000001,90.0,-68113.12980156067,501.9840667441626,600,pass,pass,109.3087024954572
AsEr2Se4,7.585230274443882,7.585230271570405,7.585230272624703,90.00000000163749,90.00000007061743,89.99999994292672,-2384.040653660905,436.4216721649825,600,pass,pass,0.3552653865805287
AsEu2Se4,7.379825864598496,7.380114716238626,7.380671915341094,90.00047370543429,90.02732569789096,89.91576818355342,-3564741504.6148524,401.9801506745689,600,pass,fail,14445789029.465132
AsFe2Se4,10.249263589625372,10.24926358962583,10.249263589625585,89.99999999999942,89.99999999999989,90.00000000000016,-290.9509384698805,1076.65853433045,133,pass,pass,0.0365391901665075
AsGa2Se4,11.079237302430196,11.079237302430212,11.079237302429837,90.0000000000021,90.0,90.0,-210.4050110383112,1359.9708304306746,165,pass,pass,0.0379619472598109
AsGd2Se4,8.375422668329465,8.375422668330085,8.375422668329374,90.00000000002491,89.99999999998087,90.00000000002471,-74116.63507987057,587.5166775260457,600,pass,fail,3534.71391753254
AsGe2Se4,7.736414963609824,7.736673310618062,7.736352063074782,90.00694939485638,90.0042504348216,90.00304106040515,-469074.4603133336,463.0525020372208,600,pass,fail,94282.21796828008
AsHf2Se4,6.779170847333772,6.746050787412252,6.759090739684066,89.66922854730942,89.92837909333544,90.19532177005802,-562783.9648464898,309.1038052525393,600,pass,fail,41467.39557363856
AsHg2Se4,11.475317631886805,11.475317631886584,11.47531763188712,89.99999999999976,90.00000000000001,89.99999999999997,-152.65636838322988,1511.1032734798284,177,pass,pass,0.0338254450067235
AsHo2Se4,7.905213287992733,7.905213287992316,7.90521328799182,89.99999999999888,90.0,90.0,-264360.7203791457,494.0157281798938,600,pass,fail,2482.5529738996606
AsIn2Se4,11.6481951888702,11.648195188870076,11.648195188869297,90.0000000000025,89.99999999999989,90.00000000000031,-206.3350114133916,1580.4323784024346,187,pass,pass,0.0449322855795913
AsIr2Se4,7.013519939429813,7.0063771268154085,7.008646108931574,89.92863979340306,90.00203572196467,89.99459800707055,-7446903735.272392,344.4001552171628,600,pass,fail,6072714743.021314
AsLa2Se4,8.4527532610031,8.452753261001812,8.452753261003151,89.99999999999704,90.0,90.0,-8310.444387389754,603.9410863414142,600,pass,pass,989.649307435643
AsLu2Se4,7.346532936180859,7.346532936181304,7.346532936181108,89.99999999999724,89.9999999999956,90.00000000000735,-56611.17085791974,396.5037416455733,600,pass,fail,7095.944871913057
AsMg2Se4,8.125841371575541,8.12584137157541,8.125841371575705,90.00000000000124,89.99999999999956,90.00000000000058,-21618.438592562172,536.5436013920594,600,pass,fail,3365.9444403065863
AsMn2Se4,10.339539197091112,10.339539197090373,10.339539197090842,89.99999999999983,90.0,90.0,-306.0702940889809,1105.359509528104,126,pass,pass,0.0384037405432689
AsMo2Se4,10.97726312138129,10.977263121381052,10.977263121380313,89.99999999999962,90.0,90.0,-322.568876746708,1322.763561173505,159,pass,pass,0.0475149237521146
AsNb2Se4,7.774436322040152,7.774436320533453,7.774436333912656,89.99999944759317,90.00000026640559,89.99999950565636,-2702.625832402089,469.9013933575533,600,pass,pass,0.9020980781837196
AsNd2Se4,8.305493539385628,8.305493539385635,8.305493539385816,90.00000000000007,89.99999999999999,90.00000000000003,38.37883954830869,572.9231014071077,89,pass,pass,0.0469286462124617
AsNi2Se4,10.407895146024288,10.40789514602278,10.407895146023352,90.00000000000001,90.0,90.0,-250.8027615459014,1127.4277622737468,131,pass,pass,0.0442129566393118
AsOs2Se4,10.756762706960782,10.756762706959751,10.756762706959815,90.00000000000017,90.00000000000055,90.0000000000001,-333.38911322595305,1244.642896206648,152,pass,pass,0.0348865536476075
AsP2Se4,7.908030332033749,7.908030332033422,7.908030332033202,89.9999999999986,90.0,90.0,-4753.15529581026,494.5440479081816,600,pass,pass,560.6006680097883
AsPb2Se4,8.363438940673452,8.36343894067343,8.363438940673706,90.00000000000044,90.0,90.0,-152.18054943362677,584.9983912088887,55,pass,pass,0.0450702626781702
AsPd2Se4,10.887470584585047,10.887470584586216,10.887470584586024,89.99999999999822,90.0,90.0,-243.63241963875743,1290.5682719473534,157,pass,pass,0.0401379816155743
AsPr2Se4,7.819003688181685,7.820691571377477,7.822653466117662,89.95773814017367,90.02060382198351,90.04211935459297,-226760999.1722553,478.35509628156274,600,pass,fail,28094064.10640908
AsPt2Se4,8.2055347603389,8.148205656891168,8.144338150653674,89.99352055983086,90.00226125264581,89.9781360799198,-5111547670.499562,544.533538749654,600,pass,fail,1404249075.9084263
AsRe2Se4,7.76954915452034,7.766743424355042,7.767608477672149,89.9227832939495,89.95131845630837,89.98382667353658,-197391100410.1488,468.72868901342287,600,pass,fail,1609392007891.83
AsRh2Se4,7.058937849706772,7.0700948400679895,7.078812135637006,90.07988379380512,90.0046145821456,89.84738467939322,-339258.20882006106,353.2832284157314,600,pass,fail,2204038.840605027
AsRu2Se4,10.724564358700931,10.724564358702851,10.72456435870046,89.99999999999937,90.0,90.0,-307.89233040453934,1233.499504493259,145,pass,pass,0.0399303517941825
AsSb2Se4,7.93272191323995,7.932721913240782,7.932721913239321,90.0000000000011,90.00000000000013,89.9999999999997,-18632.655305298224,499.19093500151786,600,pass,fail,2887.7112539974505
AsSc2Se4,8.110117771288513,8.110117771248781,8.11011777010744,90.00000256784571,89.99999960460035,89.99999956472219,-45382.935921612254,533.4349694520588,600,pass,fail,2305.6965986879363
AsSi2Se4,7.919094666221583,7.919095102415896,7.919094585874649,89.99999827102008,90.00000107677013,89.99999809853026,-8920.849635223894,496.6227648034151,600,pass,fail,1361.9322905650652
AsSm2Se4,8.194235126370296,8.184807301378504,8.185476268012309,89.94076123497953,90.00415872371575,90.00901328005803,-138327811.8156155,548.9851482955955,600,pass,fail,4154195.751559449
AsSn2Se4,8.08603717617244,8.085398558943828,8.08735675580438,89.99180839081531,89.99857102636562,89.99040303372203,-35473.90207777753,528.7419364473049,600,pass,fail,65569.29666957389
