Compositions,a,b,c,angle_a,angle_b,angle_c,energy,volume,steps,conv,force_conv,force
AlC2O4,7.832948709222379,7.832948709222364,7.832948709222415,89.99999999999979,90.0,90.0,-329.7667717813856,480.59123762504566,25,pass,pass,0.0371971851670483
AlCe2O4,9.363090770083518,9.363090770083284,9.363090770083751,90.00000000000024,90.0,90.0,-448.50382822262657,820.8384676659535,84,pass,pass,0.0356247098423327
AlCl2O4,9.766331417950068,10.216488496082675,9.659533557447023,89.82098166442626,88.3424378996517,88.8948401207512,-254.20094317872,963.2195124627834,478,pass,pass,0.04910540460063
AlCo2O4,8.273374780621536,8.273374780621493,8.273374780621571,90.00000000000003,90.0,90.0,-364.0324997875357,566.301998703816,53,pass,pass,0.0207529259923755
AlCr2O4,8.391861225048299,8.391861225048117,8.39186122504801,90.00000000000095,90.0,90.0,-432.0086250969249,590.9828528184554,48,pass,pass,0.0433077971823594
AlCu2O4,8.24671844252628,8.246718442526193,8.246718442526378,89.99999999999983,90.0,90.0,-324.6834290052711,560.8458384713293,41,pass,pass,0.019171330663391
AlDy2O4,9.086411250639776,9.086411250639806,9.086411250640449,90.00000000000031,90.0,90.0,-434.7202705466084,750.2001855444597,70,pass,pass,0.0260342932608707
AlEr2O4,8.99005529858344,8.99005529858344,8.99005529858336,90.00000000000067,90.0,90.0,-436.71937804540914,726.5861067935964,65,pass,pass,0.0170689204735138
AlEu2O4,9.264986567147462,9.264986567147568,9.264986567147568,90.00000000000006,90.0,90.0,-507.51686976542527,795.3062253927803,79,pass,pass,0.0065083225316558
AlFe2O4,8.354025709453772,8.354025709453797,8.354025709453769,90.00000000000058,90.0,90.0,-389.831793810118,583.0253286161471,33,pass,pass,0.0316399049136012
AlGa2O4,8.562514435545502,8.562514435545392,8.562514435545397,89.99999999999962,90.0,90.00000000000001,-340.99725408811264,627.7749036079181,36,pass,pass,0.0225493928018757
AlGd2O4,9.228277888464447,9.228277888464872,9.228277888464664,89.99999999999957,90.0,90.0,-583.0995132450222,785.890414086786,77,pass,pass,0.0231540270515772
AlGe2O4,8.835342936928752,8.835342936928905,8.835342936928905,90.00000000000014,90.0,90.0,-343.4998528439924,689.7158921072289,57,pass,pass,0.0280065972204646
AlHf2O4,8.71440783414284,8.714407834143055,8.714407834142486,90.00000000000006,90.0,90.0,-501.2664597145328,661.7800078760346,51,pass,pass,0.0332981694117707
AlHo2O4,9.033065857751584,9.033065857751277,9.0330658577515,89.99999999999922,90.0,90.0,-436.10852419064025,737.064560061809,67,pass,pass,0.0102316695562251
AlIn2O4,8.979983946349016,8.979983946348696,8.979983946348696,89.99999999999955,90.0,90.0,-332.70836928766374,724.1469082883802,64,pass,pass,0.0108776939083714
AlIr2O4,8.51575738269843,8.515757382698094,8.515757382698336,90.00000000000037,90.0,90.0,-384.4512227268117,617.5467481376277,43,pass,pass,0.0489978257358997
AlLa2O4,9.562685002112833,9.562685002112817,9.562685002113188,90.00000000000072,90.0,90.0,-432.83758669679327,874.4591988075847,95,pass,pass,0.0467173026137189
AlLu2O4,8.981811284700864,8.981811284700308,8.981811284700722,89.99999999999956,90.0,90.0,-435.6629966273426,724.5890685577268,65,pass,pass,0.0328838483546421
AlMn2O4,8.481932457109993,8.481932457110409,8.481932457110542,89.99999999999989,90.0,90.0,-423.42763611741486,610.2171783014671,40,pass,pass,0.0305668947400151
AlMo2O4,8.740637499408109,8.740637499408342,8.740637499408262,89.99999999999923,90.0,90.0,-406.51583867819625,667.7737258056009,52,pass,pass,0.0170685257450984
AlN2O4,8.0052950143014,8.036293421109418,8.088170503677473,90.14070441020633,89.7257368876894,89.56220184471049,-322.9946825098101,520.3126942669081,600,pass,pass,0.1581089006219506
AlNb2O4,8.60295552102976,8.602955521029282,8.602955521029205,89.99999999999979,90.0,90.0,-475.2797489827493,636.7119963975206,46,pass,pass,0.0212414252708352
AlNd2O4,9.404525948555294,9.40452594855543,9.40452594855542,90.00000000000014,90.0,89.99999999999999,-429.1436534698668,831.7843161905021,87,pass,pass,0.0369695830461189
AlNi2O4,8.18162297236551,8.181622972365876,8.181622972365806,89.99999999999982,90.0,90.0,-323.83416262761017,547.6692875719734,42,pass,pass,0.0265778871084014
AlOs2O4,8.51736622306544,8.517366223065405,8.51736622306549,90.00000000000078,90.00000000000001,89.99999999999997,-423.1785259361167,617.8968245222806,47,pass,pass,0.0468827621808897
AlP2O4,8.58030389635275,8.58030389635277,8.580303896352603,90.00000000000065,90.0,90.0,-338.25138066163254,631.6958296435724,53,pass,pass,0.0449625686886232
AlPb2O4,9.40820255317537,9.408202553175444,9.4082025531754,90.00000000000088,90.0,90.0,-332.45895224621245,832.7602306965956,87,pass,pass,0.0283511578148169
AlPd2O4,8.711165999008694,8.711165999009639,8.711165999007486,90.00000000000011,90.0,90.00000000000001,-326.18359803510293,661.0417189228897,51,pass,pass,0.0461734884018703
AlPr2O4,9.440770373230029,9.440770373230183,9.440770373229784,89.99999999999969,90.0,90.0,-428.8482174633618,841.4383530032732,89,pass,pass,0.03822659370492
AlPt2O4,8.797072792627871,8.797072796541297,8.797072797208022,90.00000000000894,90.0000000000021,90.0000000000041,-325.5549075702672,680.7921780250654,61,pass,pass,0.0336714644664567
AlRe2O4,8.394944891521375,8.39494489152152,8.394944891521858,90.00000000000026,90.00000000000001,90.0,-460.0878454334497,591.6345784719778,47,pass,pass,0.0498540927427296
AlRh2O4,8.431720614386228,8.43172061438622,8.43172061438594,89.99999999999966,90.0,90.0,-378.92309568169645,599.4440077443564,36,pass,pass,0.0290797980645398
AlRu2O4,8.415472606824297,8.415472606824055,8.41547260682451,89.99999999999945,90.0,90.0,-406.815827552951,595.9852780360923,46,pass,pass,0.0454070490018201
AlS2O4,8.211075233252338,8.211075233252334,8.21107523325264,90.0,90.0,90.0,-279.16789875033214,553.6051148656524,26,pass,pass,0.0466646318122646
AlSb2O4,9.335808263299176,9.335808263298413,9.335808263299642,90.00000000000064,90.00000000000001,90.00000000000001,-333.07135543218664,813.6839902577036,82,pass,pass,0.0293958921082162
AlSc2O4,8.601502323124366,8.601502323124162,8.601502323124558,90.00000000000045,90.0,90.0,-469.3018237230708,636.3893936881734,45,pass,pass,0.0305347034773528
AlSe2O4,8.923210636795892,8.923210636799373,8.923210636794517,89.99999999999942,90.0,90.0,-284.9777727717564,710.4989403150613,62,pass,pass,0.0145406329824265
AlSi2O4,8.543793672026796,8.543793672026506,8.543793672026602,90.00000000000061,90.00000000000001,89.99999999999999,-364.6228342166031,623.666268488625,41,pass,pass,0.0387896355231088
AlSm2O4,9.25668974844775,9.25668974844759,9.25668974844787,90.00000000000139,90.00000000000001,90.0,-432.4284065616226,793.1715419924403,79,pass,pass,0.0431723841603002
AlSn2O4,9.185861093058886,9.185861093059088,9.185861093058918,89.99999999999835,90.0,90.0,-341.66861213390905,775.1033634028723,74,pass,pass,0.0236461751771542
AlTa2O4,8.654818057015325,8.654818057014895,8.654818057014895,90.00000000000092,90.0,90.0,-494.5400996750242,648.2967247196929,48,pass,pass,0.0216030620696728
AlTb2O4,9.090525804356732,9.09052580435714,9.09052580435673,89.9999999999995,90.0,90.00000000000001,-436.63500396384734,751.2197751844277,70,pass,pass,0.0125199914369398
AlTc2O4,8.409742899272223,8.409742899272109,8.409742899272295,89.99999999999982,90.00000000000003,89.99999999999997,-434.6112470258303,594.76876992975,37,pass,pass,0.0435281337523119
AlTe2O4,9.361320360955348,9.361320360955505,9.361320360954982,89.99999999999994,90.00000000000003,90.00000000000001,-299.76504773666767,820.3729338410986,84,pass,pass,0.0416624227319316
AlTi2O4,8.366633890087376,8.366633890087318,8.366633890087071,90.00000000000034,90.0,90.0,-470.07729465087607,585.669079798996,35,pass,pass,0.0471847966848682
AlTl2O4,9.215074440430351,9.215074440430412,9.215074440430612,89.99999999999922,90.0,90.0,-299.056375976502,782.521977129217,76,pass,pass,0.0133306039078609
AlTm2O4,8.970470423823945,8.970470423823725,8.970470423823835,89.99999999999999,90.0,90.0,-433.8043059129007,721.8478311279905,64,pass,pass,0.0235937543625418
AlV2O4,8.414965319476316,8.414965319476108,8.414965319476389,89.99999999999967,90.0,90.00000000000001,-435.7150279487652,595.8775059902148,36,pass,pass,0.0137354642474768
AlW2O4,8.778153215051166,8.778153215051338,8.778153215051022,89.99999999999923,90.0,90.0,-401.7051713797596,676.4091447387442,71,pass,pass,0.0448000989442525
AlY2O4,9.09322158105497,9.093221581055312,9.093221581055404,89.99999999999996,90.0,90.0,-465.7270661054701,751.8882914222031,70,pass,pass,0.0320365851717538
AlYb2O4,8.987297250062898,8.98729725006291,8.987297250062868,90.00000000000068,90.0,90.0,-369.2721220219965,725.9175864316795,66,pass,pass,0.0063550161686497
AlZn2O4,8.374276196390216,8.374276196390001,8.374276196390017,90.00000000000013,90.0,90.0,-304.52690811849163,587.2754434246675,35,pass,pass,0.0456216341957512
AlZr2O4,8.869146915366448,8.869146915366409,8.869146915366196,90.00000000000007,90.0,90.00000000000001,-477.5938047659613,697.662768201658,59,pass,pass,0.0148363014838863
AsAg2O4,9.078032892682918,9.078032892683536,9.078032892683543,89.99999999999947,90.0,90.0,-274.1923064187475,748.1268746478546,70,pass,pass,0.0316380120412906
AsAl2O4,8.58416432312755,8.58416432312738,8.584164323127627,90.00000000000031,90.0,90.0,-371.4270009264284,632.5488458759229,46,pass,pass,0.0471577509836396
AsAs2O4,9.18661367004518,9.18661367004544,9.18661367004512,90.00000000000108,89.99999999999996,89.99999999999996,-303.26752363235687,775.2938864488403,85,pass,pass,0.0293409147106018
AsAu2O4,9.21698318626605,9.216983186266315,9.216983186266136,90.00000000000091,90.0,90.0,-265.216034433363,783.0083361849362,75,pass,pass,0.0243233686027626
AsB2O4,8.099109825732532,8.099109825732453,8.099109825732535,90.00000000000048,90.0,90.0,-326.1552058963922,531.2658062537923,38,pass,pass,0.0471373814058248
AsBa2O4,10.335333470337158,10.33533347033701,10.335333470336908,90.00000000000017,90.0,90.0,-333.55430497130834,1104.0112049488769,132,pass,pass,0.0391769848603589
AsBe2O4,7.744140110157264,7.7441401101570175,7.744140110157068,89.99999999999989,90.0,90.00000000000003,-355.4693875322459,464.4292942634005,31,pass,pass,0.0273309528275829
AsBi2O4,9.789020838802092,9.789020838802154,9.789020838802498,90.00000000000236,90.0,90.0,-307.9820716987513,938.0322266864836,114,pass,pass,0.0232782136031484
AsBr2O4,9.541218716791224,9.541218716745506,9.541218716762373,89.99999999968246,89.99999999993318,89.99999999998951,-219.15530683251035,868.5834585988148,107,pass,pass,0.0218457853536795
AsC2O4,8.116844953805854,8.116844953805842,8.116844953805714,89.99999999999976,90.0,90.0,-298.173536125996,534.7634922223837,39,pass,pass,0.0463725778517679
AsCa2O4,9.248847863779222,9.24884786377871,9.248847863778687,89.99999999999845,89.99999999999999,90.0,-350.0365002912279,791.1574228680558,79,pass,pass,0.0171053787957591
AsCd2O4,9.235213075919024,9.235213075919305,9.235213075918944,90.00000000000064,90.00000000000001,90.0,-271.509756313999,787.6635708159591,81,pass,pass,0.0449779885770722
AsCe2O4,9.7412056678303,9.741205667829892,9.741205667830773,89.99999999916122,90.00000000001171,90.00000000002578,-422.3608349306242,924.3536029173443,126,pass,pass,0.0494479179835134
AsCl2O4,7.751640164820003,7.751640164819781,7.751640164820096,90.00000013343637,90.00000000256601,90.00000001301167,-878.9871991854325,465.77997474867874,104,pass,pass,0.0426743921896003
AsCo2O4,8.434344970594731,8.434344970595044,8.434344970595044,89.99999999999989,90.0,90.00000000000001,-344.11768927924714,600.0039092286044,40,pass,pass,0.0250488208597563
AsCr2O4,8.845433016143131,8.845433016143264,8.845433016143092,90.00000000000054,90.0,90.0,-403.3328677115711,692.0815858877818,51,pass,pass,0.0496451716868749
AsCu2O4,8.47192665187461,8.471926651874526,8.47192665187434,90.00000000000031,90.0,90.0,-304.7350830183737,608.0601765471406,40,pass,pass,0.0263835146219816
AsDy2O4,9.604576999030822,9.60457699903126,9.60457699903137,90.0000000000134,89.99999999999974,89.99999999999993,-410.36890679647854,886.0020521169148,105,pass,pass,0.0214581100363875
AsEr2O4,9.507585068528249,9.507585068528863,9.50758506852864,89.99999999998441,89.99999999999996,89.99999999999956,-412.30912333571257,859.4302974385485,115,pass,pass,0.0499427567748511
AsEu2O4,9.628926788879944,9.628926788880078,9.628926788879758,89.99999999999933,90.0,90.0,-475.0015403275752,892.7578014567856,97,pass,pass,0.0468800962308075
AsFe2O4,8.541907290337303,8.541907290336892,8.541907290337043,89.99999999999984,90.00000000000001,89.99999999999999,-361.3591996527976,623.2532624141012,42,pass,pass,0.0183996101743359
AsGa2O4,8.876416072466792,8.876416072466823,8.876416072467146,90.00000000000102,90.0,90.00000000000001,-316.7058573334437,699.3795887666266,52,pass,pass,0.0327932271121354
AsGd2O4,9.69861115633147,9.69861115633145,9.698611156331085,90.00000000006979,89.99999999999899,89.99999999999824,-557.0892628246569,912.2810272255716,100,pass,pass,0.045813258544008
AsGe2O4,9.287980371928898,9.28798037192936,9.287980371928803,90.00000000000092,89.99999999999996,90.00000000000016,-316.02009709059143,801.242296121635,101,pass,pass,0.0460286343756931
AsHf2O4,9.529354032295908,9.52935403229578,9.529354032296212,90.0000000000507,90.00000000000983,89.99999999999068,-478.3819764085192,865.347186824848,98,pass,pass,0.0208887216303065
AsHg2O4,9.389573091158756,9.38957309115897,9.389573091158807,89.9999999999992,90.0,90.0,-238.43688433778797,827.8230997868385,83,pass,pass,0.0314377748847445
AsHo2O4,9.557760015058848,9.55776001505912,9.557760015058951,89.99999999980028,90.000000000005,90.00000000000078,-411.0571007447648,873.1087990284756,100,pass,pass,0.0321797157673649
AsI2O4,9.79889205157827,9.798892051577846,9.798892051577855,90.00000000000139,89.99999999999999,90.0,-232.50797941193412,940.8728139892518,103,pass,pass,0.0412569870344464
AsIn2O4,9.323060259013056,9.323060259012983,9.323060259013175,90.00000000000028,89.99999999999989,90.0000000000002,-307.32581886052606,810.3552942067304,94,pass,pass,0.0215864103009317
AsIr2O4,8.918909391305586,8.918909391305247,8.918909391305245,90.0000000000003,90.0,90.0,-369.5919911094744,709.4719924048542,76,pass,pass,0.0426101429245124
AsLa2O4,9.998600177561716,9.998600177561604,9.998600177560888,89.99999999912939,89.99999999999694,89.99999999999226,-405.68779287179245,999.5801120507632,128,pass,pass,0.0214596938510531
AsLu2O4,9.46080653256153,9.46080653256166,9.460806532561518,90.00000000000404,90.00000000000007,90.00000000000033,-414.7434845146796,846.8070881297272,124,pass,pass,0.0496557625609508
AsMg2O4,8.527539624176478,8.527539624176262,8.527539624176523,89.99999999999987,90.0,90.0,-334.50880791246584,620.1135744150861,33,pass,pass,0.0437941981587558
AsMn2O4,8.73976114165349,8.739761141653695,8.739761141653586,90.00000000000044,90.0,90.0,-397.3777851819333,667.5728880484571,47,pass,pass,0.0207930903395296
AsMo2O4,9.245884257640803,9.245884257640965,9.245884257640812,90.0000000000008,90.0,90.0,-380.0371703348633,790.3971353800215,72,pass,pass,0.0486650927901969
AsN2O4,7.998740827465842,7.998740827465802,7.998740827465842,90.00000000000013,90.0,90.0,-271.20176987375385,511.7582769238136,4,pass,pass,0.024666826780196
AsNb2O4,9.28600481823815,9.28600481823955,9.286004818237435,89.99999999999943,90.00000000000001,89.99999999999999,-443.90203618209887,800.7311320837841,85,pass,pass,0.0440603303083636
AsNd2O4,9.87742426271926,9.877424262718757,9.87742426271942,89.99999999998808,89.99999999999933,90.00000000000078,-401.3886734485494,963.6761814795108,109,pass,pass,0.0352594106176297
AsNi2O4,8.358303903899094,8.358303903898848,8.358303903899046,89.9999999999997,90.0,90.0,-306.0668536692355,583.9215097096276,35,pass,pass,0.0069947281868352
AsOs2O4,8.938659627502465,8.938659627502561,8.938659627502718,90.0000000000002,90.0,90.0,-398.8252189033527,714.1956499963575,56,pass,pass,0.0381823163840019
AsP2O4,8.82437905577309,8.824379055773418,8.824379055773319,90.00000000000043,90.0,90.0,-309.71185021783486,687.1514472593697,54,pass,pass,0.0210341202108108
AsPb2O4,9.824701037174622,9.824701037174927,9.824701037174746,89.99999999999886,90.0,90.0,-318.4852032453925,948.326816054298,107,pass,pass,0.0007031528298864
AsPd2O4,8.870664670869802,8.87066467086978,8.870664670869028,89.99999999999986,90.0,90.0,-306.4440102421702,698.0209974868613,58,pass,pass,0.0194919682448916
AsPr2O4,9.967352819752827,9.967352819752843,9.967352819752834,90.00000000014678,90.00000000000321,89.99999999999909,-397.306195355205,990.237786280576,123,pass,pass,0.0338021889085051
